	ACK-F1	ACK-F2	ACK-F3	ACK-M1	ACK-M2	ACK-M3	Cig-F1-L	Cig-F13-H	Cig-F14-H	Cig-F15-H	Cig-F2-L	Cig-F3-L	Cig-F7-M	Cig-F8-M	Cig-M1-L	Cig-M13-H	Cig-M14-H	Cig-M15-H	Cig-M2-L	Cig-M3-L	Cig-M7-M	Cig-M8-M	Cig-M9-M	EL-F1-L	EL-F13-H	EL-F14-H	EL-F15-H	EL-F3-L	EL-F6-L	EL-F7-M	EL-F8-M	EL-F9-M	EL-M1-L	EL-M13-H	EL-M14-H	EL-M15-H	EL-M2-L	EL-M3-L	EL-M7-M	EL-M8-M	EL-M9-M
Acetanaerobacterium	1.77394722140117e-06	2.834642390084e-06	1.5803114925089898e-06	6.6870808387470806e-06	7.21418161709151e-06	2.78298104507614e-06	3.903922639703289e-06	2.61941663814025e-06	4.25010397412788e-06	1.9172489928454103e-06	5.38075113577601e-06	1.75873995976844e-06	5.879314828180919e-06	3.957390654276249e-06	4.77635482615376e-06	1.10631295422916e-06	3.7692245981472e-06	6.2549736443370996e-06	1.17049008473969e-06	4.83598827536653e-06	4.46896251177822e-06	2.78145110631805e-06	4.894752336014881e-06	2.43842563232642e-06	1.32153555104141e-05	1.8934996161692902e-06	2.88019643195369e-06	4.79677421682283e-06	3.91863807672779e-06	2.5073492612573997e-06	2.9131913453227502e-06	4.79895107378945e-06	3.32182702992062e-06	2.81461499230586e-06	2.1457616283347097e-06	1.9246796228332e-06	4.36352609908318e-06	3.60619825107371e-06	3.2398333377335098e-06	7.06149259825668e-06	6.56296921069869e-06
Acetitomaculum	7.947089414136189e-06	8.74145372087574e-06	5.7148389389901395e-06	1.4261725122876999e-05	2.68926122014279e-06	2.05643659530226e-05	4.76108877805472e-05	5.03391788742301e-06	1.38083924451305e-05	7.986521326517641e-06	3.57117455268578e-06	4.3645494214463705e-05	6.43129322553425e-06	6.9552416230277495e-06	3.2855878381995194e-05	3.5204162547360497e-06	4.95742639115649e-06	2.9626853747892797e-05	9.98614582560094e-06	1.0183732549127698e-05	1.87107984807323e-05	9.32943864330227e-06	7.63780337816296e-06	6.16872863302443e-06	5.22103966720595e-06	5.19990395639728e-05	1.8762566130879102e-05	5.42389834381687e-06	2.77505504591485e-06	1.02966903193258e-05	1.15018833111941e-05	7.83167940238432e-06	2.2744870130653698e-05	9.60749519169789e-06	4.41743795946644e-05	0.000107889576844848	8.93761134384438e-06	6.74992798400905e-06	1.64691422551401e-05	0.000127236768768782	1.22100670854394e-05
Acetivibrio	0.000156913611821479	0.00012949043082245	0.000271158818559473	0.000308106595308617	0.000103454520326974	0.00025494021627960403	0.00023909941838623998	0.000258975874257645	0.000173491956341319	0.000287894933724915	8.227698243541379e-05	0.000270941540329695	0.000103849566655273	0.000228810813732281	0.000217581011601111	0.00010514509788488299	0.000117068817101979	0.00013055547246456698	0.000135698874126467	0.00011548003813503	0.000108405907627477	0.000126819058652881	0.000103885756406536	0.00021359876138481	0.000126710213280554	0.0010369991269714698	0.000205663698879892	6.9906908443797e-05	5.1485321667639295e-05	0.00045778772396953094	0.00023085737742441	0.00022446861464052597	0.000195424359391803	0.000389792337241575	0.00032318854573148796	0.00022610878500111802	7.930535170792071e-05	0.000146291174297521	0.000301648955485689	0.000145887532986615	0.000159972686377402
Acetoanaerobium	1.3510359645338098e-07	2.27154030760989e-07	0.0	0.0	3.34385055221025e-07	0.0	4.4602760158284206e-07	0.0	5.7678017742333604e-08	0.0	5.28064124764763e-08	0.0	0.0	1.15358648275652e-07	1.73474336456391e-07	0.0	5.46047735887046e-07	0.0	1.31622330994335e-07	0.0	0.0	7.90393004118201e-08	2.57738605909458e-07	7.024662055216089e-08	3.4234559783394e-07	5.83675427477896e-08	0.0	3.9579999472123496e-07	6.07321303485284e-08	1.9651733494574e-07	0.0	0.0	3.6178348193509703e-07	8.675855970631861e-08	9.24544096062409e-08	0.0	0.0	6.20990523331402e-08	0.0	0.0	0.0
Acetobacter	3.5276400484933396e-05	1.2355978981029902e-05	4.5808806642884204e-06	4.6229934214193705e-06	3.13175363187147e-05	3.55533056884834e-05	5.02218243983314e-05	0.000162280973917202	6.63020746277292e-05	2.3406507822604998e-05	4.28744157076781e-05	2.56703478483022e-05	1.75552533998696e-05	2.8976914545258502e-05	2.62373707802708e-05	1.30137823822826e-05	5.2748352782379e-05	0.00026361831267155897	7.66469163955466e-06	4.2556304792369895e-05	4.81749162264014e-05	6.37208706774291e-05	0.000588861990802308	2.30740015487401e-05	1.97220729799257e-05	9.88713611590383e-06	6.34364010872481e-06	1.57939031069367e-05	1.29300736374669e-05	7.9952003673372e-05	0.00036542110620298	1.28896137767992e-05	3.79875885527165e-05	4.08025973293465e-06	3.82688615133671e-05	0.000150242739284151	4.30933356682738e-05	2.9460328096087397e-05	3.1609364137045e-05	7.825631946182179e-06	2.9610091994910302e-05
Acetobacterium	1.65814472390715e-06	9.86274352341131e-07	5.55050511481507e-07	5.77449759267871e-06	6.75921663386533e-07	3.7462947709747705e-07	3.99125748843686e-06	8.30470028561531e-07	1.2900490295657801e-06	4.31924825124741e-07	2.9136301660809805e-07	8.63974205712562e-07	1.76541701752645e-06	1.24232390450702e-07	4.5945377718845794e-07	1.12416737437638e-05	4.2123682482715e-07	4.5430495408128e-07	1.9409012255488e-06	4.5375524806891796e-07	1.55563388464562e-06	5.7452828151059e-06	8.15469994118392e-07	1.12367326902847e-06	5.9383632245695096e-06	3.8498069910925905e-06	1.8823360864266499e-06	5.906734084034779e-07	1.62077280949593e-06	4.3417959359970804e-06	1.0570843349954e-06	9.73642946968491e-07	4.65342573519825e-06	4.07889003911326e-06	2.27986478193851e-06	4.54603547328286e-07	5.74805698667574e-07	1.31870417654075e-06	2.0035886059381002e-06	1.12460271554358e-06	1.50435682289626e-06
Acetonema	3.3519373297294504e-07	0.0	0.0	0.0	8.874332003735779e-07	4.97207235109193e-07	0.0	5.74846405586765e-07	0.0	9.34228737908334e-08	0.0	4.33939307416669e-07	0.0	0.0	0.0	0.0	0.0	3.28656952229045e-07	0.0	0.0	0.0	0.0	0.0	8.71413773938199e-07	6.2622779169782e-07	0.0	0.0	0.0	1.56624967740942e-07	1.59954549421081e-07	1.22697288883395e-07	0.0	0.0	5.794232380386271e-07	8.753911188033951e-07	3.1652395914098894e-07	1.39623194544237e-07	0.0	0.0	0.0	0.0
Acholeplasma	2.43442442707984e-05	3.197601865397e-06	1.8176657748775798e-05	6.77243143007414e-06	5.8657930320379004e-06	3.6998336492410598e-06	1.65885506998353e-05	1.38115994755544e-05	2.1577049225063e-05	2.66782438617738e-06	2.63504428562482e-05	2.5637509973593105e-05	2.97887719402948e-06	7.428927096892909e-06	1.6385549018656197e-05	2.11041568191013e-05	1.17961601265726e-06	5.43929043870962e-06	4.1616553910683996e-06	2.19466012925223e-06	5.3789240798754205e-06	3.38044402728483e-06	5.51600468765877e-06	3.7427868084804604e-06	7.3840139334071395e-06	9.180073901503349e-06	6.5814209529157095e-06	3.50264128925761e-05	9.722907806698179e-06	3.16406931846264e-05	3.7194501138602402e-06	5.81993473192267e-06	1.33830855615179e-05	1.89855900085727e-06	4.19473954731103e-06	6.70371204120632e-06	1.4860799839271601e-06	2.02676467652312e-06	1.22521121173132e-05	2.11855207244287e-06	3.30356046086899e-06
Acidaminococcus	1.68492602012637e-05	3.12520304472302e-05	1.0705832289100999e-05	3.55553222143019e-05	2.37863608886532e-05	2.46172740312884e-05	3.0019057880542104e-05	2.75868361896567e-05	1.60381742461366e-05	3.9611062369234e-05	1.55078330166582e-05	1.32580308488625e-05	9.530434092857221e-06	4.60780805897685e-05	3.01341830348703e-05	2.14580649455021e-05	2.1457311951675e-05	2.75146432478727e-05	3.83155799769938e-05	3.8648352650659996e-05	1.92642874947494e-05	2.116969528766e-05	3.07838774328247e-05	3.6432293283458005e-05	2.1562803272359698e-05	6.11958625406783e-05	1.78995511514082e-05	4.2917942779952504e-05	1.23895742427351e-05	2.25028406637946e-05	1.93078536492703e-05	3.237531162644e-05	5.9535457038603894e-05	3.3278936463957895e-05	3.2538984975415506e-05	1.1976183443330301e-05	2.7099549830936104e-05	3.8636454756740295e-05	2.9126154587365504e-05	5.02803126472966e-05	3.25458153120796e-05
Acidiphilium	3.73487112392374e-07	1.09025459470451e-06	2.81622537671093e-07	1.0171597261985399e-06	3.31543228280024e-06	4.88190236189898e-07	4.151376637211e-07	4.84700527494956e-07	3.12480192778341e-07	4.09380361379833e-07	3.6554191265686397e-07	3.9127045794926294e-07	0.0	8.07561662147868e-07	1.66197268537567e-06	1.6025168715001398e-07	1.42183822975322e-06	3.0992635960076303e-06	8.589581571341961e-08	6.67703454959524e-08	1.3085104297407499e-06	2.13379315161125e-06	1.99238343830085e-06	9.44114580221043e-07	2.6429940521490196e-07	0.0	0.0	1.8716751035036801e-06	3.54270760366416e-08	7.23699667848132e-08	2.93929202528051e-06	9.40216329560433e-08	5.50322953016808e-07	0.0	1.06405761284384e-06	1.1492502578732801e-07	4.65665073127938e-07	1.8091270799947102e-06	5.925868492868921e-07	4.36954238867499e-07	1.02670146618845e-06
Acinetobacter	0.00025406611102485603	7.154343824016e-05	0.000103844199080871	4.34128639664234e-05	6.0407926131973594e-05	8.053562638287221e-05	0.000137035789077466	0.000413895268735222	0.000254240792407733	3.42602506056304e-05	6.46053585998822e-05	0.00038583678515308	0.000119188277122936	0.000469803002778297	3.9615958333739296e-05	0.000122679286329703	7.942046720732091e-05	0.000151782221607717	5.65939009581439e-05	0.000254890489275694	0.000122725661182918	0.000246857518046997	7.05856605477068e-05	0.000340519454452965	9.35247913529729e-05	3.57005282062402e-05	4.9138188720803995e-05	3.8302641279552796e-05	3.21457029720311e-05	0.000297659998564427	0.000709349191038284	0.000639078868020337	7.81264816236576e-05	7.152159256116899e-05	8.908367609722671e-05	0.000263244394069535	6.82587834751156e-05	2.23499498827168e-05	0.000315013316117103	0.00016941196078004199	7.10253273248045e-05
Actinobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.53676502067592e-08	0.0	9.817189174133119e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.772454991032911e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Actinobaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.54555118606418e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.80103486639676e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.110464977201981e-08	0.0	0.0	0.0	0.0
Actinomyces	8.68773902277016e-06	7.52594913022719e-06	4.57145842951466e-06	8.72872355244504e-05	7.97158154089436e-06	3.729294690323161e-05	2.12207602529816e-05	2.8890717265810998e-05	0.000160526314537494	2.2160066829285898e-05	6.6969238747197995e-06	1.41831984416341e-05	4.3353198280553004e-05	2.6155772367988898e-05	1.0927903947690401e-05	8.34091568328407e-05	3.4308028170453604e-05	3.47124977927074e-05	6.89103831960964e-05	9.395264810423661e-06	3.5566582046668497e-05	3.80025776020045e-05	4.9662932117751704e-05	8.614456660193581e-06	1.22423009016849e-05	0.000131291557168843	7.065678771562479e-05	3.64525826127995e-06	0.00013622673387356698	5.699050436871171e-05	0.000323436680631107	7.91898115751479e-05	0.000343553120966728	4.4590416643503205e-05	2.0603851660042402e-06	1.3540330655953999e-05	1.1239942144292099e-05	0.000149058340894797	2.95527878877495e-05	2.3744583551920102e-05	0.000153735220336375
Acutalibacter	2.1901701997223998e-05	0.00012502846697865	2.16220628860917e-05	0.000123230401021201	6.93546155275896e-05	3.8916947179834204e-05	7.71185872866527e-05	6.82151595755975e-05	1.7737855326025602e-05	7.083846346089179e-05	5.84287442182756e-05	1.4960771019521399e-05	7.851846549010711e-06	4.99907974375277e-05	3.73504353143425e-05	8.15155224694926e-06	3.24463311269237e-05	5.07792968121989e-05	2.56921896326159e-05	4.575936009317271e-05	4.81055311741701e-05	5.54314207403186e-05	5.25590985561998e-05	4.44602169835645e-05	6.81109287331996e-05	2.13266825101987e-05	1.35868289697869e-05	9.611559122524e-05	2.47367429335814e-05	4.85607570939094e-05	4.58990264740221e-05	0.000100537854149271	7.58826218083384e-05	7.47919574733173e-05	6.57853867358409e-05	9.38349654195452e-05	2.4114173862127698e-05	5.80846438412911e-05	6.88277408180062e-05	7.37731558253097e-05	6.65793491444239e-05
Adlercreutzia	0.00198411808042422	0.00047620543365873604	0.000714330066853573	0.000533288062999925	0.0005771497114684799	0.000236389597186302	0.00138422837106981	0.00053107554056913	0.000704447870452746	0.00156596840516941	0.000165341583883956	0.000492339417875365	0.00191502008878825	0.00037525462256260097	8.22624568910981e-05	0.000432375473025963	9.76915676617389e-05	6.940912065326109e-05	0.00032262996343661803	0.000584079612406173	0.000129631174278919	0.0006352713361375411	0.000124192446177053	0.000135050248515019	0.000858618889930054	0.00290026337202628	0.000988171707094154	0.000832425949126814	0.0009345934653823289	0.00184763471115032	0.000524363191728987	0.000432495649125984	0.0010264563493330699	0.0010050129111648	0.00026337972292440697	0.000601365515915279	0.000114952289521909	0.000297471679880887	0.000427372554928811	0.000868927344215343	0.00043698769525255
Aeriscardovia	0.0	0.0	3.7981345313673197e-08	1.30899686275546e-07	0.0	0.0	0.0	3.3490314189789397e-08	8.590451669057301e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.73755560604126e-07	0.0	0.0	1.0890874290239198e-07	3.92398078285396e-08	0.0	4.35998500796766e-08	0.0	0.0	0.0	9.659053534368731e-08	1.57279143578756e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95225351663623e-07	1.71276147290519e-07	0.0	0.0	0.0
Aerococcus	2.74425546449441e-07	8.78149704717037e-08	5.3205272980724e-08	1.76091244632579e-08	2.7637731968981104e-07	2.8654820599916603e-07	9.323750260447679e-07	3.13595213602467e-07	2.40754225844116e-08	2.5526964842092903e-07	1.19171422482943e-07	1.55469324758446e-07	1.06108115241542e-07	0.0	1.1387306097801e-07	2.1896600201436e-07	8.836457136761331e-08	7.888040123374781e-08	2.55077845760327e-07	9.28067082828483e-07	1.81915117878206e-07	2.75232319524713e-07	3.67720070288391e-07	0.0	1.8780906849214398e-07	5.71531756420006e-07	2.53511237389857e-07	6.51285406727187e-08	7.04348967355714e-08	1.31712070584748e-06	5.14318285979002e-07	5.7814005418223096e-08	1.90309262331946e-07	9.599911636142939e-08	2.7175127863702803e-06	1.16101729900563e-06	0.0	1.8003911296584803e-07	3.86550750678807e-07	1.7290600184585902e-07	1.72555636001393e-07
Aggregatibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00255233639035e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.240612085339491e-08	0.0	0.0
Agrococcus	0.0	0.0	0.0	0.0	9.73711428187676e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.22524638592061e-07	0.0	0.0	0.0	0.0	1.0530341170221199e-07	0.0	0.0	0.0	0.0	0.0	1.2219040098078e-07	0.0	0.0	0.0	0.0	9.903876303103609e-08
Akkermansia	1.70626891488299e-05	1.15161396932605e-05	3.11490114214953e-06	6.68835273497292e-06	4.20925400787913e-06	9.62616139119908e-06	1.29594924304574e-05	5.68981777864173e-06	5.49254146225515e-06	4.66660444319335e-06	2.27044608626189e-05	1.20653961019506e-05	6.13270358787422e-05	0.000286076261199625	5.32717974191781e-06	1.72141152418808e-05	4.2521735446876896e-05	2.01276680558807e-05	6.49540102372236e-05	1.030586185496e-05	7.275297493198061e-06	1.3737609560721e-05	1.52345946498207e-05	1.0261177975957401e-05	2.20589836836851e-06	9.68861833013669e-06	4.67290858300395e-06	7.21540238161597e-06	3.15233069590493e-06	5.52413379394859e-06	5.871879500690401e-06	0.00022379374430600297	1.6308905332601e-05	2.00093038864258e-06	2.17221814190103e-05	8.42696535747072e-06	1.8368113861296e-05	6.8525254320308896e-06	7.910042133002321e-05	6.4719614496185994e-06	0.000134440992234373
Algoriphagus	0.0	1.20656341542422e-07	0.0	1.80386153038252e-07	1.89992473792717e-07	2.1289632289228302e-07	0.0	0.0	0.0	0.0	8.414680362105171e-08	0.0	0.0	0.0	1.75824937221382e-07	0.0	0.0	0.0	0.0	7.570411705457271e-07	0.0	1.20165440463499e-07	0.0	2.2387540858900104e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.84358109428033e-07	9.56745523581346e-08	0.0	1.40560769076155e-07	0.0	0.0	0.0	0.0	1.40137380407184e-07	0.0
Aliicoccus	0.0	0.0	0.0	0.0	0.0	9.285903445301722e-08	0.0	8.05192660307702e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1506277067433699e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alistipes	0.000376279278259059	0.000839697467332985	0.000159154670260583	0.00032156982773731403	0.00103028833587933	0.0005735833467301769	0.000325712992366113	0.000458777184074271	0.00020770873193529	8.686932906407579e-05	0.000837303652015313	0.000698186237724808	0.00012612353001623602	0.0007912756113269849	0.0007020561606651419	0.000326596326346044	0.0011575972253960699	0.000799130279854268	0.00044422709496277197	0.0010649645226458	0.00114042852717063	0.00124465591671971	0.00179189652920237	0.000732361161935875	9.33706907874626e-05	8.72797017562134e-05	3.52849644929923e-05	0.000901004249483299	0.00027926747942457	8.681274598281421e-05	0.000633536248856675	0.00017399139910828401	0.00023819136452581802	3.31905606839344e-05	0.000648626867478418	0.000268623311593777	0.00140759974627389	0.000755331318131064	0.00018661900948548898	0.000579874126806632	0.000391121864981227
Alkalibacter	0.0	1.37414166756647e-07	3.57657668370422e-07	2.05439785404676e-07	0.0	0.0	0.0	1.05122375095728e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.85919523129389e-08	0.0	2.27901628666117e-07	2.46338793590276e-07	0.0	0.0	0.0	1.27484607668737e-07	4.944991968712461e-07	0.0	0.0	1.01914105311939e-07	0.0	0.0	1.2724163291611302e-07	0.0	1.0896268463009802e-07	6.008833579659839e-07	1.6008309811451002e-07	2.7153422440173303e-07	0.0	0.0	3.14364090662951e-07	0.0	2.2008614006896895e-07
Alkalibacterium	0.0	0.0	0.0	0.0	0.0	0.0	7.366972745244691e-07	0.0	0.0	0.0	2.3258554708740098e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.61992864866278e-08	0.0	0.0	3.32523913236763e-06	0.0	0.0	0.0	0.0	0.0	0.0
Alkaliflexus	0.0	0.0	0.0	0.0	3.11587657020056e-07	1.7457498477167198e-07	0.0	0.0	0.0	1.3951149152764498e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.92370646029189e-07	0.0	0.0	0.0	1.97071322360138e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47069764919929e-07	0.0	0.0	0.0	0.0
Alkaliphilus	1.08184164971969e-06	1.32001790110226e-06	5.21194913683305e-06	4.501868647674781e-06	3.04631808944456e-06	4.66351901014592e-06	1.6652858265170499e-06	6.3443500838641e-06	1.46570261706901e-06	8.988380356701521e-07	3.1598513261613097e-06	5.42875639175139e-07	6.63442685462728e-07	2.65492463895425e-06	3.29607684149406e-06	9.320116304556759e-08	2.81399079268042e-06	4.31433608057995e-06	6.957885445005339e-07	1.08988021241833e-06	4.9443868455317496e-06	2.75496172084811e-06	4.19867374367275e-06	2.146173718432e-06	2.20583304128065e-06	7.39810079332875e-07	4.89831769444283e-07	3.95090336427534e-06	1.19414813882188e-06	6.22765656052666e-07	6.19363152075547e-07	1.63342002953594e-06	2.5225748610969603e-06	2.49866829965408e-06	1.8437598783098702e-06	1.40574501277335e-06	1.51535788509634e-06	5.06957824788353e-06	1.0064131356255399e-06	4.8762098755671795e-06	3.96607011810457e-06
Allobaculum	8.503992140888929e-05	9.675858773979151e-06	6.36140805667263e-05	0.00012242486815873402	6.80697989690866e-05	8.211211743286641e-05	1.71121750073492e-05	3.93443257650182e-05	0.0016105529390959099	3.7594913976318395e-05	5.86409800951714e-06	1.8084239989307898e-05	1.850868970099e-05	2.53081398870008e-05	2.1856873624003897e-05	9.6959764271785e-05	2.1189007498565198e-05	2.5629270611748397e-05	9.30156763142597e-05	0.000100289029353846	1.4393364855024302e-05	3.32985517966182e-05	1.90647897828902e-05	3.8938878807680604e-05	8.9062405729172e-05	0.000347227402267772	0.00032177245545835496	1.19771623507518e-05	1.14879107206444e-05	0.000273667796231069	3.12695780745774e-05	0.000150945394428046	7.351172826191659e-05	2.20853759083418e-05	5.0393654548581e-05	4.9537034534564e-05	0.00016958964073938998	0.000174366253027745	6.689954466432021e-05	3.4332791400362604e-05	2.8662141089027696e-05
Allofustis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8311639532804198e-07	1.1597622922383199e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1736269348211501e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alloprevotella	2.22459500668395e-05	0.000122299535167802	1.4234428542904999e-05	0.000105186204664565	8.76273710697275e-05	0.000185465401320227	6.80804714925972e-05	4.43386266639919e-05	3.616492506373711e-05	6.5387332543120794e-06	1.6432819685680897e-05	3.67681542852086e-05	5.20243004473191e-06	2.55455091047528e-05	0.000241443607758883	5.63494158802504e-06	0.000172897341902898	0.000106966074058941	9.65047374748655e-06	0.000504629783629265	0.000276339653723342	0.00015326737147651598	0.000318909935830439	0.000156406688294248	6.98174511545876e-06	5.52088970909398e-06	1.1610191588009101e-05	1.1150472076463198e-05	9.422232572798621e-06	5.85543577746625e-06	0.000130250819818823	1.84343502824814e-05	2.35552717484703e-05	1.90848605909984e-06	5.776052529936121e-05	3.46444068931724e-05	0.000188675919946032	0.00036045308843852403	2.2344081890703198e-05	5.34354230395719e-05	4.3199999164643896e-05
Alloscardovia	9.133340985541521e-07	3.80531538710716e-07	2.69188748949748e-07	5.56922248511582e-07	4.05092592323395e-07	2.40198263152694e-07	3.6036958104305797e-07	1.74119364042929e-06	1.63961918413848e-06	6.45712514541014e-07	1.14365269009827e-07	3.72063858759424e-07	2.82503816902605e-07	1.24918757248772e-07	4.6728394668133404e-07	9.15136342713533e-07	5.8828347236449694e-08	1.61837592569509e-06	7.23512607792559e-07	1.1042773505771e-07	3.12214816169147e-07	3.60189291888086e-07	7.945130070459731e-08	3.16513508694794e-08	2.61585418865716e-07	8.690099933546221e-07	1.3130680369064899e-06	4.6714471446661996e-07	6.80060674337751e-07	7.89698513446269e-07	2.04700585312645e-06	9.543363278656728e-07	2.16309805614559e-06	5.6653622169466e-07	0.0	8.101021059499201e-08	6.094051032593759e-08	7.057334290014891e-07	2.81364545234243e-07	9.53960507278337e-07	9.89994463839467e-07
Anaerobiospirillum	1.20634985298394e-05	2.0341493077163603e-05	8.9634123124413e-06	0.00022177231587164703	4.89689514182176e-05	0.00019595488409500202	0.000116945253967108	0.000221350500956515	1.23353111133346e-05	4.8249521315249105e-05	4.82891060105191e-06	1.55984029131148e-05	2.16148575583012e-05	7.31523617083121e-06	8.855890577179821e-05	3.01448935730516e-06	0.00011672828780129199	0.000114193489929551	4.6354127211804205e-05	0.000197062916097122	0.00016881076012164199	0.000150733951541236	0.000124512954176779	0.00047155455798037903	6.61842070338322e-05	1.8158986703638901e-06	1.69679156172821e-05	3.21055721468073e-06	4.6278850269527e-05	2.1149506178772597e-06	0.000174214952570906	5.1412610475403e-06	4.0199695750039896e-05	9.276336464666611e-06	0.00023782088683099	8.275342714371809e-05	7.649439122773431e-05	0.00016962114572662901	1.83951804774572e-05	0.000721135278711746	7.77414387348008e-05
Anaerobium	7.4452392494134595e-06	7.52795987254761e-06	8.539823967681129e-06	2.75588855979125e-05	5.4495551301024105e-06	1.81013904049623e-05	1.9987603295219896e-05	1.68005585975072e-05	6.577521759457521e-06	9.05312129564189e-06	1.57650837450237e-05	2.53821711547052e-05	3.6591712883276396e-06	5.98327000229696e-06	8.006729777350481e-06	7.1438754235874205e-06	4.0339147365367696e-06	1.01639422236585e-05	6.17410125868155e-06	8.729645841034489e-06	1.1023359864641901e-05	9.48731487907231e-06	8.478580000476821e-06	1.95329799195745e-05	9.2864626277537e-06	2.58996377623226e-05	1.11308047164276e-05	4.40899920071644e-06	1.02833344193278e-05	1.97255850892967e-05	3.6424959483989e-05	5.81740957571333e-06	9.66452581353474e-06	1.4897140524830899e-05	6.608408583574079e-05	1.4400361107421801e-05	4.06358751857505e-06	5.78792107531545e-06	1.8759963825997303e-05	1.27870079519285e-05	1.42520990469052e-05
Anaerobranca	2.67477827321845e-07	0.0	2.60114667905762e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2430997927242698e-07	0.0	0.0	1.4929645633343802e-07	0.0	0.0	0.0	1.10249802968047e-07	0.0	1.1117902397666099e-07	0.0	5.10561996131935e-07	0.0	0.0	2.3773676646566801e-07	1.63877279445268e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Anaerococcus	9.58268927355786e-06	1.5569594254322398e-06	1.84877337434089e-06	1.2824756253465201e-06	3.56364038223274e-06	1.3592372347921999e-06	1.8359149070869202e-06	2.16200186474929e-06	2.8477014143296903e-06	2.3642113308439302e-06	7.42095550939332e-07	4.9472297979919e-07	6.2680604717638e-07	8.997924455821491e-07	1.53303490211788e-06	2.48652192608102e-06	2.61345326391658e-06	3.119453602346e-06	4.24796236217698e-06	3.9286738908766e-06	4.2937589974823396e-07	1.8112777654051499e-06	1.5789659596764601e-06	6.21790278211823e-06	1.0986672976987401e-05	5.624223503173281e-06	4.45510925251528e-06	2.10913336086661e-06	2.46816861972553e-06	5.95344127367779e-06	6.07870314425521e-07	8.50129273089924e-06	1.7846728593350303e-05	5.891042476697419e-06	2.53388591197335e-06	2.09870247829095e-06	1.7552072791676998e-06	1.13510607049287e-06	5.92557256100436e-06	6.09142405153511e-06	1.14199580343157e-05
Anaerocolumna	1.14245340372655e-05	1.15442741382914e-05	5.72595810179546e-06	2.05197409872636e-05	1.17230501667021e-05	1.22692217356379e-05	2.53103252060816e-05	1.13829786698583e-05	6.9864528209503095e-06	1.0933841332972501e-05	8.93987698403432e-06	1.75597039469056e-05	7.85183016226427e-06	2.08234569833649e-05	9.3122376688748e-06	6.65090796309943e-06	5.76932753364489e-06	6.46681221380445e-06	6.68909711097528e-06	5.51732393452797e-06	1.73508165923235e-05	1.93162547565995e-05	7.6208883320931e-06	2.3944638860570897e-05	1.37059864705758e-05	4.71615758015137e-05	1.3321787826572099e-05	5.711024095327021e-06	7.5715460573519e-06	2.4120047366047302e-05	1.5399596419547e-05	9.54220107870959e-06	9.37012627544765e-06	2.16518162134896e-05	2.53152208120202e-05	2.2290556300110898e-05	4.84937305447379e-06	1.0126503727347699e-05	1.67492976901556e-05	8.6409586142757e-06	1.01181995387267e-05
