	ACK-F1	ACK-F2	ACK-F3	ACK-M1	ACK-M2	ACK-M3	Cig-F1-L	Cig-F13-H	Cig-F14-H	Cig-F15-H	Cig-F2-L	Cig-F3-L	Cig-F7-M	Cig-F8-M	Cig-M1-L	Cig-M13-H	Cig-M14-H	Cig-M15-H	Cig-M2-L	Cig-M3-L	Cig-M7-M	Cig-M8-M	Cig-M9-M	EL-F1-L	EL-F13-H	EL-F14-H	EL-F15-H	EL-F3-L	EL-F6-L	EL-F7-M	EL-F8-M	EL-F9-M	EL-M1-L	EL-M13-H	EL-M14-H	EL-M15-H	EL-M2-L	EL-M3-L	EL-M7-M	EL-M8-M	EL-M9-M
Coprobacillus	0.000254051153745062	4.28063250973844e-05	6.92880878412372e-05	4.5378271346359205e-05	5.77013984813557e-05	8.33428959924383e-05	0.000141724314300624	0.000194959236288529	0.000471345961825986	6.53466500649981e-05	3.3028698555103996e-05	8.988858522155441e-05	5.67752024027646e-05	0.000124088026852194	4.1241489737899296e-05	9.55733822269712e-05	4.8668751799391e-05	8.05202985731906e-05	6.57230138471591e-05	0.000249710477589263	3.7874787334298605e-05	7.553049862887791e-05	4.53745644503536e-05	0.000131337705097811	9.00637852948211e-05	0.000335254071895387	0.000299719587631938	5.639975417735021e-05	4.09997035203808e-05	0.000556471378938951	0.000102289878510525	0.000114525251075704	8.37992117090037e-05	7.99325336618873e-05	3.94253619473308e-05	0.000144838713235072	9.25492324483138e-05	2.83463604164991e-05	9.28210040132792e-05	3.92646161232417e-05	0.00012430791919243998
Coprobacter	1.57435938036552e-05	2.26150999660004e-05	2.04474654381957e-06	9.439859843965021e-06	1.6758401172281197e-05	2.45418413941365e-05	1.4091271567200901e-05	1.5438916719091002e-05	1.0960186517159699e-05	1.35858773415986e-06	1.61252483895056e-05	1.64961065275388e-05	1.61784142402828e-06	1.75228253343004e-05	8.60042989713415e-05	3.8273700765702305e-06	2.04879787711655e-05	1.56179352013422e-05	2.67143700837814e-06	3.92575689579565e-05	2.72247580448426e-05	2.10644397568505e-05	4.84267291703692e-05	2.44803609206534e-05	2.32300027796712e-06	1.6998259909047899e-06	3.2108488986546503e-07	8.50198008900176e-06	3.08248786998436e-06	3.65894194563396e-06	2.34311151155304e-05	8.03056441758049e-06	5.57725895638519e-06	1.56115927404559e-07	1.1273098136729302e-05	5.424041558132879e-06	3.1822669781408505e-05	2.8354205494959197e-05	5.0679564011351095e-06	1.58551704764628e-05	1.09525945761813e-05
Coprococcus	0.000111953495702923	9.40050209413447e-05	0.000190319567180052	0.000251607890465032	0.000129179953228305	0.000167775440559871	0.00021981152315425702	0.000210747006062089	0.00011535663455046699	0.00015254294977490201	8.48051426712008e-05	0.000127852331101184	8.02370404332762e-05	0.000185350218513756	0.000123421683818744	7.94842625092147e-05	0.000123896289202566	0.000107822489670535	0.00011115768736220201	0.000101222060019325	9.031321881413459e-05	0.000139469660148148	9.125338041796871e-05	0.000164710370537359	0.000162419205137727	0.000545728007050372	0.00018822568658995802	9.66595972099528e-05	7.39044563579577e-05	0.000253915863585068	0.000137610418236383	0.000136467237203584	0.000211285164008601	0.000258949884771793	0.00022326205306521	0.000206291363230707	6.75078984401606e-05	0.00016805021721647098	0.00025444684400394	0.00010819078593997199	0.000205534074012873
Coprothermobacter	0.0	0.0	0.0	1.42227543741699e-07	0.0	0.0	1.4009841331768802e-07	2.91108115649708e-07	1.38279350228415e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.32870502898648e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3993244222867502e-07	0.0	1.41111838124224e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.75970464556245e-07	1.41413235499932e-07	0.0	0.0	0.0	0.0
Coraliomargarita	2.07960509724052e-07	0.0	0.0	9.994367938605849e-08	1.0526610034461401e-07	2.35912141583341e-07	9.84475336826993e-08	1.9581589723505898e-07	8.88598588515602e-08	3.14215071008208e-08	5.26753989725726e-07	8.4107736345816e-08	0.0	1.10082170279807e-07	2.30552428942092e-06	7.70983442994748e-08	2.795787072805e-07	7.401657718428792e-07	4.51030448354932e-07	7.68678393633555e-07	5.281358914909079e-07	1.6615489303275599e-07	3.4548193219296397e-07	2.06731796219573e-07	4.0094529476047003e-08	0.0	4.97365948444015e-08	0.0	6.23219766927307e-08	7.589435077636879e-08	1.23802669864326e-07	3.50110585181663e-08	0.0	0.0	4.53950090026146e-07	5.3853455344767e-07	9.9371462783736e-08	3.48724407996914e-08	1.52933881944138e-07	5.17624558260768e-08	5.821727863475739e-07
Corallococcus	0.0	1.81632948235322e-06	6.39691120331705e-07	2.08898521576833e-06	1.25026126781653e-06	1.33242100597935e-06	1.0571362493362199e-06	3.91271995021296e-07	4.68885222900871e-07	3.6603219895692296e-07	1.8144814244101698e-07	2.6533289422702396e-07	3.54512833096241e-07	2.3628653566352001e-07	1.85549441233034e-05	4.27939472437189e-07	5.729631043287071e-07	1.80011348472181e-06	2.8613252828137804e-07	1.11028860853702e-06	5.42874979260358e-06	2.4962353056148997e-06	2.31253891384318e-06	5.45582027413728e-07	8.53561683047785e-07	6.64211797326997e-07	7.743630348391e-07	2.7984196394250703e-06	4.12654581674801e-07	6.940755617689529e-07	7.575878491572e-06	2.2555575772002896e-07	3.2295130303343396e-07	2.16318008867754e-07	2.6217969694618197e-06	2.79634303555949e-07	5.90218475367474e-07	1.58206157015326e-06	1.71117201123946e-06	1.21817887649814e-06	1.35665067389627e-06
Coriobacterium	9.96397358333573e-07	0.0	1.0383609726883199e-07	0.0	2.82690414635132e-07	2.1117941706250697e-07	8.81264212804809e-08	2.04582789151073e-07	4.91314470253897e-07	2.45356748437266e-07	8.34682003660432e-08	1.0072071845910099e-07	3.09979838565279e-07	0.0	2.61610491268912e-07	2.3751264130967198e-07	1.71740820158023e-07	2.09386284081408e-07	1.99183231272449e-07	2.1455314280443398e-07	0.0	0.0	1.10620657134862e-07	0.0	2.81947130139878e-07	2.55940950785996e-07	1.28250218270554e-07	0.0	2.0206562216027699e-07	6.114391647225191e-07	0.0	9.40216329560433e-08	9.49029833875045e-07	4.87794180302009e-07	0.0	2.3649755028537997e-07	1.77906973693463e-07	1.8297647566498102e-07	2.73800982190312e-07	1.3900724024261e-07	5.488051650062709e-07
Corynebacterium	3.97705304545144e-06	2.15566000394016e-06	7.84860356050895e-06	9.202775691740758e-06	0.000121862981061147	1.9847731642885997e-05	3.82005222643683e-05	4.7470413084903295e-06	2.32091264149218e-06	4.863379561412679e-05	4.88217566295576e-06	1.44584810059031e-06	1.6406490994655e-05	1.43167516892857e-06	1.63133834653268e-05	2.34338312814429e-05	2.5705979407514e-06	2.9479008810383196e-05	2.3312712080433802e-05	7.5422377743813906e-06	4.79330251995317e-06	7.268822950541491e-06	4.7882476560860605e-06	1.22334557190336e-06	7.76319543250009e-05	1.19631914725303e-05	1.31668290353722e-05	6.67008353742748e-06	8.208730244967551e-06	1.59836342980865e-05	8.05658644028706e-06	3.3085409549022306e-05	2.86193702502529e-05	2.83709809412475e-05	3.0356727746682695e-05	4.6683325270536105e-05	2.2367222016177e-06	2.74166691901198e-05	1.2272012612803199e-05	5.28801449375056e-06	4.49019479504153e-05
Criibacterium	9.09617710276776e-07	9.33379245894209e-08	3.6949435697701204e-07	5.604320087744239e-07	5.61925209306648e-07	2.11077846185764e-07	1.04803243120071e-06	1.05134853402542e-06	3.89297733758214e-07	7.319259558969901e-07	4.06647715050893e-07	8.22812503903898e-07	1.1158007511355802e-06	4.4849434507097903e-07	3.1784678820040196e-07	6.54479278275541e-08	3.34925510675935e-07	6.7780627939742e-07	9.755622454362222e-07	8.1252251306045e-07	2.92759597753985e-07	9.42733213883066e-07	2.1528979353498398e-07	1.21506227062669e-06	1.6550008190651698e-06	2.5042996136037004e-06	1.1500936023196e-06	1.2562962438422599e-06	5.205575473517829e-07	8.576624196933541e-07	2.93897939817052e-06	1.92458828296676e-06	4.98671193879851e-07	5.94112396011647e-07	5.83145015242972e-07	1.09371679423923e-06	8.709260941164529e-07	4.33291394149998e-07	3.26651875387176e-06	1.81441029369301e-07	3.62667827013495e-07
Cronobacter	0.0	0.0	0.0	0.0	1.94742285637535e-07	2.1821873096458998e-07	0.0	2.51402968654508e-06	0.0	0.0	0.0	0.0	0.0	0.0	9.011028032595849e-08	0.0	2.51296586849544e-07	0.0	0.0	0.0	0.0	2.25654185908555e-07	0.0	3.3457410775963104e-07	1.0191968179789e-07	2.41693236953215e-06	1.01751201666409e-07	0.0	0.0	0.0	0.0	0.0	4.7386291170814295e-07	1.35198755542346e-07	0.0	3.66571202942339e-07	5.360749064829489e-07	2.12822380072025e-06	0.0	4.0679955980413497e-07	0.0
Cryptobacterium	2.52789348939546e-06	1.24534874880651e-06	3.54620083893214e-06	1.86010245457081e-06	2.68686553961818e-06	8.69058520966098e-07	3.4707486931298302e-06	1.51105726212325e-06	5.44103696646087e-06	7.3644945623733305e-06	1.63273294106426e-06	3.1772446853161597e-06	4.34486119722229e-06	4.83182328260542e-06	4.979202112052451e-07	3.5509106571504095e-06	3.97569325093828e-07	4.94999791579741e-07	7.954721431258502e-06	2.19579413382123e-06	1.08432484582016e-06	1.31791420990585e-06	8.13504064706506e-07	7.49599360461263e-07	7.13124648893449e-06	4.72804980342532e-06	6.69035404778554e-06	1.94521577991246e-06	5.00169035121746e-06	5.94787955885625e-06	2.5539643791276903e-06	4.28625624738705e-06	5.13114183312775e-06	4.06318976825357e-06	1.8250985619009602e-06	1.79483828551934e-06	1.1847658091270699e-07	3.38042979167794e-07	3.04507691846647e-06	1.61275004003118e-06	3.4539407195470703e-06
Culturomica	2.9067667357480097e-06	7.6106108358576506e-06	1.21460256083638e-06	9.71653252416402e-06	1.49265980878855e-05	3.49634306364379e-05	1.6700876124076e-05	1.11467350258893e-05	6.72463885206256e-06	6.20190992056487e-06	9.58960206154796e-06	1.25679913948455e-05	6.3073990076324e-06	1.76899827264246e-05	1.211701265407e-05	3.6464334060549303e-06	2.1915579808591102e-05	2.35728535553298e-05	1.56698153863334e-06	4.2739437526094e-05	4.09995139549135e-05	3.98272891067476e-05	2.90890747100511e-05	4.4714536464160705e-05	2.09129710903905e-06	2.7390604473893297e-06	8.444017772839809e-07	4.87943506645696e-06	1.57786237941396e-06	3.2248424359435904e-06	3.49009797116839e-05	4.71625868158684e-06	4.8799945719702404e-06	6.95449814179859e-08	1.48865294983613e-05	1.13822382764336e-05	2.4694683573577e-05	1.6677500134148302e-05	1.0739221758718901e-05	1.06125280023941e-05	9.09380982902173e-06
Cupriavidus	4.57576305270358e-05	6.86071116559394e-05	2.07588504967754e-05	2.4165775985171698e-05	5.40347220565832e-05	2.88588700954765e-05	3.76536248829029e-05	3.6359217433083e-05	2.31066356112534e-05	5.16578541815267e-06	2.24873499819728e-05	1.8573469558828895e-05	9.248953482800681e-06	9.520242252838309e-05	7.385780759139429e-05	1.15554655031932e-05	0.00011635794034499	6.38676263318288e-05	5.64220577436201e-06	9.38170093118464e-05	5.48878355538608e-05	3.61199732932165e-05	4.49988190148015e-05	7.82693567109235e-05	1.36306811179982e-05	6.1860149823115e-06	2.58257965575397e-06	3.8552440601846294e-05	1.0147028353453501e-05	5.82795185255677e-06	5.12658340570031e-05	3.29600709393124e-05	2.37424644092788e-05	2.30239722972403e-06	6.002844815138671e-05	1.53313439786962e-05	8.16547529372813e-05	2.04321287020404e-05	2.15711767296049e-05	5.91031703754168e-05	5.2163593163950705e-05
Curtobacterium	4.5919414152787597e-07	1.83218889008863e-07	2.3460810910509601e-07	4.5653285645483496e-08	4.8084514972230896e-08	2.69405840697025e-08	1.9911354146222e-07	1.03771404813373e-06	6.561635922931579e-07	7.41083465890377e-07	0.0	1.54189741838623e-07	7.305456390072021e-07	0.0	4.44989038646709e-08	2.6831898122072897e-07	2.19093227362086e-08	2.67118304795212e-08	0.0	0.0	2.6330415133447998e-08	6.08244822099192e-08	0.0	5.6659825630549596e-08	5.689719674843861e-07	5.13293761386488e-07	3.25155855511101e-07	6.79427368746263e-08	2.4492793309283102e-08	1.7824673883254e-07	0.0	3.7688834256682e-07	2.14424560115453e-07	3.3382408775888e-07	3.55740218032244e-08	2.7153422440173303e-07	2.2695951376532298e-08	0.0	3.79172751924121e-07	7.09337357616609e-08	6.7764139512534e-07
Defluviitalea	0.0	2.4558628607831e-07	0.0	0.0	0.0	1.95419759072768e-07	0.0	5.24239008639702e-07	0.0	5.13205773474654e-07	1.5447846037894599e-07	1.86408493864604e-07	1.34868420989806e-07	7.140093177482441e-07	4.3113849801345103e-07	0.0	1.24181607406699e-07	5.51746561683724e-07	1.29544083662845e-07	0.0	0.0	0.0	2.14637095933315e-07	0.0	0.0	1.1489189993512301e-07	0.0	1.15860246038836e-07	0.0	0.0	1.0736012777297e-07	1.87713009670312e-07	3.6774906062658e-07	0.0	0.0	1.0002059408641198e-06	1.16107709147313e-07	0.0	0.0	1.34663263985028e-07	1.25101595407624e-07
Defluviitoga	7.160008113194559e-07	7.34689604441481e-08	0.0	4.06404644790636e-06	2.39922145334272e-07	5.50948281148223e-06	2.8910119720395396e-07	0.0	3.34655434164548e-07	5.17988211117492e-08	1.5371371552558402e-07	1.85485679538541e-07	0.0	5.5966076886207305e-08	5.3530859599579296e-08	2.1869975882969798e-07	2.75884134031975e-07	3.21335386461566e-07	2.43696791048917e-07	1.31705889642326e-07	8.23542390163982e-07	3.0348939297979196e-07	2.84766048069943e-07	1.36320174536867e-07	0.0	2.3209766689189102e-07	0.0	2.1795491829088002e-07	0.0	0.0	0.0	1.25362177274724e-07	4.07800938516604e-07	0.0	8.5588983150332e-08	0.0	7.09866439588768e-07	4.0241415596079503e-07	8.40379252267294e-08	0.0	7.73545334115045e-07
Dehalobacter	1.10309856659529e-06	2.5315303530127e-06	5.1833761215947e-07	3.60406534324373e-06	5.508344426772161e-06	2.86610214648898e-06	4.00389133542634e-06	3.01085088253489e-06	2.59368430095704e-06	1.32509900690877e-06	1.7914591882158402e-06	1.17643438983058e-06	1.0672356217723e-06	4.36932273509799e-06	2.3022348243663996e-06	8.611883330980249e-07	5.2425432462882205e-06	7.10521737976971e-06	2.4108959793538798e-06	5.35206443109094e-06	4.66099769641388e-06	2.08970350357225e-06	2.77268519397856e-06	2.05711978096002e-06	3.0214778284602796e-06	1.82183569540719e-06	1.8973902015758202e-06	5.0220870521577105e-06	7.53090981462325e-07	2.45237251746891e-06	2.93162327481733e-06	2.9583028265365297e-06	7.3234042915524e-06	2.44435096424152e-06	3.66917650755327e-06	1.56609360489429e-06	3.48003895021445e-06	5.53258443905275e-06	4.0127270023873e-06	1.18665735451199e-05	8.65808417580578e-06
Dehalobacterium	3.20973392786214e-07	6.00278616743087e-07	5.77201950871605e-07	3.57921313325554e-07	5.90440418084435e-07	1.3401500281263098e-07	6.161334309304279e-07	4.3631654105142795e-07	9.19727474860474e-08	7.127148547725449e-07	3.65469559984855e-07	4.4128483678591006e-07	1.16980999371871e-06	1.44162540221068e-07	2.2851367802340802e-07	3.98334845791739e-07	3.4575723169425304e-07	5.20413395279276e-07	2.0858793132153e-07	8.419173958148679e-08	3.06723829941276e-07	1.91199451322525e-07	1.3630981447897698e-07	1.7810801142873301e-07	2.12938178751839e-07	9.64989772215954e-07	8.501964637576629e-07	3.19911406148548e-07	0.0	4.50159608319407e-07	4.90479020206227e-07	1.5081739056875698e-07	1.65773854667461e-06	2.35664981646754e-07	0.0	8.92120630104928e-07	2.59997215387568e-07	5.717906042490171e-07	5.23439546761287e-07	2.82572094919403e-07	9.19666736890346e-07
Dehalococcoides	4.2115175230329695e-06	7.3990355358931595e-06	1.76468007824995e-06	1.11198898415856e-05	3.72747916339309e-06	6.75766821316931e-06	6.3994257640217695e-06	7.70151620865092e-06	2.69993911452154e-06	4.29470864263511e-06	6.16598444708648e-06	2.67109287275094e-06	1.7738652291765598e-06	4.4978446741946e-06	5.87542301707788e-06	1.75134056335559e-06	4.16566972435404e-06	5.39848796811733e-06	3.23689341891459e-06	3.60763554936536e-06	5.11829552710525e-06	5.84638310970084e-06	4.8229169032763e-06	7.354710966718731e-06	5.057805999307981e-06	2.73275160234738e-06	2.8697045475508098e-06	7.808799110874071e-06	2.44003120332858e-06	6.67714790109365e-06	4.129428564022239e-06	9.46803519215161e-06	6.70633140091827e-06	8.128512668986579e-06	9.364531306862911e-06	8.04781657423932e-06	4.1578290106794e-06	5.82488994922326e-06	5.48757725061317e-06	7.88973724621386e-06	6.956558026099519e-06
Dendrosporobacter	1.1126178531454899e-07	2.5155586312529103e-07	0.0	3.72899106280756e-07	1.8066847339818398e-07	3.74089253082155e-08	3.22971972438254e-07	0.0	1.37504675997444e-07	8.79274106266668e-08	8.846202431956721e-08	5.2476340709783397e-08	0.0	0.0	3.3905230751217797e-07	6.1873041013444e-08	3.04226595708497e-08	2.2191366859909896e-07	0.0	0.0	1.45934155787976e-07	2.4840922986571997e-07	0.0	2.12888581814549e-07	6.55232213131581e-07	3.11849442681048e-08	0.0	9.711814741490709e-07	0.0	0.0	4.6981525999795597e-07	0.0	1.0058093965855199e-07	0.0	0.0	0.0	6.30298992513983e-08	0.0	0.0	2.45820471536235e-07	3.3956147324926603e-08
Denitrobacterium	1.28576115734672e-05	2.6780252338386397e-06	1.1058745899244901e-05	6.68684978293916e-06	6.5726978127941805e-06	2.3263133745051002e-06	6.53869039229956e-06	3.40693935277539e-06	1.1621978605609599e-05	1.36073780558567e-05	2.56181309273139e-06	5.776784129056749e-06	9.9925522714639e-06	6.46531762540643e-06	1.88868952652555e-06	1.1045606463053e-05	1.9379216862848803e-06	1.61522291666483e-06	1.1120412074305802e-05	4.1968839502582705e-06	1.88150075037515e-06	7.1914501834213e-06	2.05081226633533e-06	1.9070418705176601e-06	1.6771732879164903e-05	1.7185147209153e-05	1.86632082506425e-05	1.21842593218519e-05	9.05450792547295e-06	1.3863387998318601e-05	5.17746454602266e-06	7.882731556798539e-06	1.39451446865784e-05	1.4360426550110901e-05	3.82703305283414e-06	4.77229735311879e-06	1.2356815116522e-06	2.37507995001003e-06	7.82618271458486e-06	5.4352456819053e-06	9.44624446072554e-06
Desnuesiella	1.9011850407763e-07	0.0	8.879776594024279e-08	0.0	8.05830147465663e-08	0.0	1.9513707569249302e-07	3.09118058397202e-07	1.36359395094892e-07	2.6692249654523797e-08	7.738170443668259e-07	1.56925517794182e-07	5.399473608848179e-08	3.7276339330863597e-07	1.55269798523576e-07	5.62537357938974e-07	1.3772622731828e-06	4.72070895019901e-08	0.0	2.3500855970903e-07	4.65330245631117e-08	1.85711058041936e-07	2.3611690914075799e-07	0.0	0.0	9.50164369769566e-07	1.31829304137029e-06	2.20757596434729e-06	2.55514097246486e-07	0.0	1.5101204785648598e-07	0.0	1.53041761397787e-07	0.0	6.28689985322438e-08	5.33194477007038e-08	0.0	0.0	0.0	1.11679033503494e-07	2.59182066363093e-07
Desulfitibacter	7.78832497201844e-08	1.7459682364374002e-07	0.0	6.52573435991323e-08	0.0	0.0	0.0	2.00350879594211e-07	0.0	6.15491874386667e-08	2.2803665222934299e-07	0.0	0.0	0.0	0.0	0.0	6.26348873517494e-08	7.636440948851349e-08	0.0	0.0	0.0	0.0	0.0	8.09902213424914e-08	0.0	0.0	0.0	6.4745431609938e-08	7.002057381359741e-08	2.9732728010036304e-07	8.08358609114129e-08	0.0	1.38446705177065e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.99097150807313e-08
Desulfitobacterium	3.93026883206876e-07	1.27635749276456e-06	1.97458857026076e-07	3.5626185324557197e-06	2.54132469693543e-06	1.09551430444499e-06	2.56066701889605e-06	3.3425921602325e-06	1.03814277315678e-06	1.71608866617771e-06	2.05406289775113e-06	1.13421904820778e-06	4.6037976085548107e-07	4.7828656942231905e-06	8.981243989749399e-07	7.791419979470731e-08	9.621247215041429e-07	1.94962436751942e-06	8.247628522464641e-07	1.13534647334403e-06	1.7751890982147e-06	1.58411602946993e-06	2.03394664316537e-06	1.3714324963120199e-06	1.80055731918945e-06	1.5522934717845502e-06	8.05972687505157e-07	4.035294773985579e-06	2.09318607912954e-06	1.2368609362553302e-06	2.6452115301965402e-06	1.55721267127011e-06	1.36434425274897e-06	2.23274345070457e-06	1.73697439767757e-06	1.10247620792647e-06	7.449766110341031e-07	3.28919124229298e-06	2.4741344073374903e-06	2.0762560706078097e-06	1.90750718869841e-06
Desulfococcus	9.38175785739762e-08	0.0	1.51656961853183e-08	0.0	0.0	0.0	0.0	1.51981120118419e-07	5.45754844994205e-08	1.2324336707389098e-08	8.36368229930453e-08	0.0	5.17676767435618e-08	1.74176321157146e-07	3.79700120421199e-07	7.53303210185748e-07	0.0	0.0	8.14454699507442e-08	0.0	0.0	0.0	0.0	0.0	1.4830304042514e-07	6.49046431385038e-07	0.0	0.0	4.36025551220204e-08	0.0	0.0	0.0	0.0	0.0	4.0727855350688e-08	7.675065953122141e-07	0.0	4.25367135029202e-08	4.25798741983004e-07	0.0	4.8018794196865997e-08
Desulfomicrobium	1.5528766200139e-05	1.5286275120140898e-05	1.4063796875865301e-05	7.41262012747094e-06	1.8547370257762502e-06	3.7111869271746902e-06	7.663375167018919e-06	1.26052088562121e-05	1.33844120837013e-05	1.25109776761535e-06	1.25462592525952e-06	2.5916235463338396e-05	2.84597865706307e-05	4.86068778081429e-06	3.2652698011034697e-06	3.8052013221499603e-06	1.50229884920832e-06	2.3926085560664797e-06	3.17810073110881e-06	3.82194236011428e-06	2.7044461948059103e-06	2.2448515007478697e-06	1.51740462979756e-06	1.3063131777092402e-05	3.26158678005378e-06	7.83112830602055e-07	4.32125218881626e-06	1.0721775794293699e-06	3.03154953750224e-06	8.304860270056199e-06	3.4375432183280503e-06	2.81151894985885e-05	6.1673292078845395e-06	1.93147431336319e-06	1.21789322458615e-05	2.2240364807002e-06	1.57798110212398e-06	4.59608435863592e-06	2.6792371120215698e-06	7.10072771545509e-06	4.09778226959455e-06
Desulfonatronum	0.0	0.0	0.0	4.1863201554160397e-07	0.0	4.94080145580205e-07	0.0	2.1421163227054e-07	2.0350545882672397e-07	0.0	0.0	7.069454201280259e-07	0.0	3.19957005594732e-07	5.100581905242929e-07	0.0	1.0045217782827699e-07	0.0	0.0	0.0	0.0	1.3943725638689e-07	0.0	1.2988997762474998e-07	1.2595734259928e-07	0.0	0.0	2.0767402591866898e-07	0.0	2.38422818948404e-07	0.0	1.0998757062782399e-07	2.22037168680199e-07	0.0	4.89310601783973e-07	0.0	1.04058795933912e-07	3.2865630527256305e-07	1.60147744299994e-07	0.0	0.0
Desulfonauticus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.81297881365186e-08	5.75003158077186e-08	0.0	0.0	6.28063751722993e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.63449797496678e-08	0.0	0.0	0.0	0.0	0.0	6.12790687166372e-08	0.0	0.0	0.0	0.0
Desulfonispora	1.43914700569906e-07	9.26464331990976e-07	0.0	2.8724503428316197e-07	0.0	0.0	4.79634845190471e-08	1.0459683787339198e-06	2.3447368082209502e-07	4.4977349056420604e-07	9.240419703572201e-07	0.0	1.21445497573759e-07	2.0308648259306399e-07	2.78945572970512e-07	0.0	3.97850677132376e-07	1.41108147967905e-07	0.0	4.98255737186127e-07	1.7773030215077398e-07	0.0	2.5127541741655604e-07	7.254627091529679e-07	7.70910290283651e-07	3.86042420730454e-07	2.08271990910931e-07	0.0	0.0	4.6854830121960497e-07	1.95813554093987e-07	3.7119154029740794e-07	4.2002966520099603e-07	2.2533125923724398e-07	3.64059948937837e-07	1.0511002234905801e-07	0.0	4.16219454705994e-08	6.08446627089582e-08	8.169145872077531e-08	2.5836199051574604e-07
Desulfoplanes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.96611261408937e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16099811439336e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27503027110379e-07	0.0	1.0097845901128e-07	0.0	1.4988606773985697e-07	1.03344796206298e-07
Desulfosporosinus	1.13957803901162e-06	1.39856593415852e-06	8.258159464009271e-07	1.8461144717555302e-06	3.16246972532194e-06	1.3045418566129801e-06	1.9011652655275001e-06	3.6778210485046e-06	2.85856673924333e-06	2.9495511727319e-06	1.38382708650416e-06	1.00040079084329e-06	3.30537396784081e-06	1.9140828554608e-06	2.46250519401478e-06	2.2316393947385103e-07	1.49323949865818e-06	2.37922983420022e-06	2.3914837968545e-07	1.9801316724274103e-06	2.21278531982125e-06	1.4663808037478e-06	1.72511917761451e-06	2.03667619051098e-06	1.7391407855804698e-06	1.37042704208906e-06	2.47915593495543e-06	2.3082802800025903e-06	8.74856286186224e-07	3.48121947913516e-06	2.80247343032849e-06	2.24981039472032e-06	4.01140256470232e-06	2.3407999615625098e-06	1.8942789149856702e-06	4.93588715721168e-06	1.06445568059385e-06	5.71103929677185e-06	2.19074306481641e-06	3.17925769556874e-06	3.4950154519094498e-06
Desulfotomaculum	7.6224889947757e-07	0.0	4.3720610762520894e-07	2.5308285904348597e-06	2.31376973034695e-07	1.8184894247049197e-07	6.53630527296607e-07	2.05570426458903e-06	9.98174507313823e-07	2.9073524508098803e-07	5.12379051751948e-07	1.45994401177558e-06	1.3954207914291799e-06	6.1568803952182e-07	4.0959218329981105e-07	1.0314893630717401e-05	2.25076228968248e-07	6.42670772923133e-07	1.60272893072811e-06	9.300546288612471e-08	6.69978102348467e-08	3.85563394032658e-06	4.27149072104914e-07	7.53686410004876e-07	5.5225722800116e-06	1.93178570615713e-06	1.28090468817394e-06	0.0	1.4974494785043302e-06	2.62885921896304e-06	1.47020777834756e-06	4.47575905060014e-07	2.35238900075869e-06	1.55242552286378e-06	1.02706779780398e-06	9.653541939074908e-07	0.0	6.83478781983888e-07	1.17653095317421e-06	4.71907267730311e-07	8.29268123489801e-07
Desulfovibrio	0.000395556784443671	0.000268712990205178	0.000549293065625967	0.000268659014931783	0.000121360817549776	0.000102130599680868	0.000255564913429989	0.000432519757942745	0.000284116687909141	0.00022405241606438702	9.901784013640251e-05	0.00033358458441037903	0.0006359223218862839	0.000421800389664305	0.00016413940630371002	0.000512179702654922	7.78027331502552e-05	0.00014950639877083898	0.000205141434922939	8.48985853319092e-05	8.728059299721519e-05	0.000131192440319668	0.000128737267052406	0.00023395917783409101	0.000517474102638445	0.000272212180622592	0.000160107331060614	0.000110360199523323	0.000489167533717517	0.00022506646024874198	9.20878516206524e-05	0.00052791542619687	0.00042157157051251297	0.00026177298395065697	0.000220574054511937	0.000143806659892059	7.833120956415941e-05	0.000164506877696534	0.000245157496116523	0.00027646024428626897	0.000170950948049498
Desulfuribacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0439147891958199e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.92690538691872e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15372254314221e-07	0.0	0.0	0.0	1.0813953302936e-07	0.0	0.0	0.0	0.0
Desulfurispora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3509893358898802e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09206399525794e-07	0.0	5.042971139427599e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
