individual	tax	abundance	group
E29	Otu148	0.0	zzd
RC4	Otu148	0.0	r
YC1	Otu148	0.0	y
YC2	Otu148	0.0	y
YC3	Otu148	0.0	y
YC4	Otu148	0.0	y
R1M1	Otu148	0.0	r
R2M1	Otu148	0.0	r
Y1M1	Otu148	0.0	y
Y2M1	Otu148	0.0	y
RC5	Otu148	0.0	r
RC6	Otu148	0.0	r
RC7	Otu148	3.868172675228222e-05	r
YC5	Otu148	0.0	y
YC6	Otu148	0.0	y
YC7	Otu148	0.0	y
R3M2	Otu148	0.0	r
R4M2	Otu148	0.0	r
Y3M2	Otu148	0.0	y
Y4M2	Otu148	0.0	y
RC1	Otu148	0.0	r
RC2	Otu148	0.00018828845791752966	r
RC3	Otu148	0.0	r
YQ1	Otu148	0.0	y
RQ1	Otu148	0.0	r
Y0J1	Otu148	0.0	yj
R0J1	Otu148	0.0	rj
Y0J2	Otu148	0.0	yj
R0J2	Otu148	0.0	rj
YQ2	Otu148	0.0	y
RQ2	Otu148	0.0	r
YQ3	Otu148	0.0	y
RQ3	Otu148	0.0	r
Y0J3	Otu148	0.00043419738613173546	yj
R0J3	Otu148	0.00015222686151704942	rj
Y7J1	Otu148	4.3807771498663866e-05	yj
R7J1	Otu148	6.393180607352158e-05	rj
RGR1	Otu391	0.0	r
RGO1	Otu391	0.0	r
RYE2	Otu391	0.0	r
RWH2	Otu391	0.0	r
RYE1	Otu391	0.0	r
RBL2	Otu391	0.0	r
RGR2	Otu391	0.0	r
RGO2	Otu391	0.0	r
YYE1	Otu391	0.0	y
YWH1	Otu391	0.0	y
RWH1	Otu391	0.0	r
YBL1	Otu391	0.00020153164046755341	y
YGR1	Otu391	0.0	y
YGO1	Otu391	0.0	y
YYE2	Otu391	0.0	y
YWH2	Otu391	0.0	y
YBL2	Otu391	0.0	y
YGR2	Otu391	0.0	y
YGO2	Otu391	0.0	y
RBL1	Otu391	0.0	r
E28	Otu391	0.0	zzs
E29	Otu391	0.0	zzd
RC4	Otu391	0.0	r
YC1	Otu391	0.0	y
YC2	Otu391	0.0	y
YC3	Otu391	0.0	y
YC4	Otu391	0.0	y
R1M1	Otu391	0.0	r
R2M1	Otu391	0.0	r
Y1M1	Otu391	0.0	y
Y2M1	Otu391	0.0	y
RC5	Otu391	0.0	r
RC6	Otu391	0.0	r
RC7	Otu391	0.0	r
YC5	Otu391	0.0	y
YC6	Otu391	0.0	y
YC7	Otu391	0.0	y
R3M2	Otu391	6.858710562414266e-05	r
R4M2	Otu391	0.00011853959222380275	r
Y3M2	Otu391	0.0	y
Y4M2	Otu391	0.0	y
RC1	Otu391	0.0	r
RC2	Otu391	0.0	r
RC3	Otu391	0.0	r
YQ1	Otu391	0.0	y
RQ1	Otu391	0.0	r
Y0J1	Otu391	0.0	yj
R0J1	Otu391	3.292506255761886e-05	rj
Y0J2	Otu391	0.0	yj
R0J2	Otu391	0.0	rj
YQ2	Otu391	0.0	y
RQ2	Otu391	0.0	r
YQ3	Otu391	4.9928851386773846e-05	y
RQ3	Otu391	0.0	r
Y0J3	Otu391	0.0	yj
R0J3	Otu391	2.174669450243563e-05	rj
Y7J1	Otu391	0.0	yj
R7J1	Otu391	4.2621204049014384e-05	rj
RGR1	Otu45	0.0	r
RGO1	Otu45	0.0	r
RYE2	Otu45	0.0	r
RWH2	Otu45	0.0	r
RYE1	Otu45	0.0	r
RBL2	Otu45	0.0	r
RGR2	Otu45	0.0	r
RGO2	Otu45	0.0	r
YYE1	Otu45	0.0	y
YWH1	Otu45	0.0	y
RWH1	Otu45	0.0	r
YBL1	Otu45	0.0	y
YGR1	Otu45	0.0	y
YGO1	Otu45	0.0	y
YYE2	Otu45	0.0	y
YWH2	Otu45	0.0	y
YBL2	Otu45	0.0	y
YGR2	Otu45	0.0	y
YGO2	Otu45	0.0	y
RBL1	Otu45	0.0	r
E28	Otu45	0.0	zzs
E29	Otu45	0.0	zzd
RC4	Otu45	0.0	r
YC1	Otu45	0.0	y
YC2	Otu45	0.0	y
YC3	Otu45	0.0	y
YC4	Otu45	0.0	y
R1M1	Otu45	0.0	r
R2M1	Otu45	0.0	r
Y1M1	Otu45	0.0	y
Y2M1	Otu45	0.0	y
RC5	Otu45	0.0	r
RC6	Otu45	0.0	r
RC7	Otu45	0.0	r
YC5	Otu45	0.0	y
YC6	Otu45	0.0	y
YC7	Otu45	0.0	y
R3M2	Otu45	0.0	r
R4M2	Otu45	0.0	r
Y3M2	Otu45	0.0	y
Y4M2	Otu45	0.0	y
RC1	Otu45	0.0	r
RC2	Otu45	0.0	r
RC3	Otu45	0.0	r
YQ1	Otu45	0.0	y
RQ1	Otu45	0.0	r
Y0J1	Otu45	0.0	yj
R0J1	Otu45	0.0	rj
Y0J2	Otu45	0.0009121245828698554	yj
R0J2	Otu45	0.0	rj
YQ2	Otu45	0.0	y
RQ2	Otu45	0.0	r
YQ3	Otu45	0.0	y
RQ3	Otu45	0.0	r
Y0J3	Otu45	0.009313533932525726	yj
R0J3	Otu45	0.00030445372303409884	rj
Y7J1	Otu45	0.0017523108599465545	yj
R7J1	Otu45	0.0002344166222695791	rj
RGR1	Otu367	0.0	r
RGO1	Otu367	0.0	r
RYE2	Otu367	0.0	r
RWH2	Otu367	0.0	r
RYE1	Otu367	0.0	r
RBL2	Otu367	0.0	r
RGR2	Otu367	0.0	r
RGO2	Otu367	0.0	r
YYE1	Otu367	0.0	y
YWH1	Otu367	0.0	y
RWH1	Otu367	0.0	r
YBL1	Otu367	0.0	y
YGR1	Otu367	0.0	y
YGO1	Otu367	0.0	y
YYE2	Otu367	0.0	y
YWH2	Otu367	0.0	y
YBL2	Otu367	0.0	y
YGR2	Otu367	0.0	y
YGO2	Otu367	0.0	y
RBL1	Otu367	0.0	r
E28	Otu367	0.0	zzs
E29	Otu367	6.575054244197515e-05	zzd
RC4	Otu367	0.0	r
YC1	Otu367	0.0	y
YC2	Otu367	0.0	y
YC3	Otu367	0.0	y
YC4	Otu367	0.0	y
R1M1	Otu367	0.0	r
R2M1	Otu367	0.0	r
Y1M1	Otu367	0.0	y
Y2M1	Otu367	0.0	y
RC5	Otu367	0.0	r
RC6	Otu367	0.0	r
RC7	Otu367	0.0	r
YC5	Otu367	0.0	y
YC6	Otu367	0.0	y
YC7	Otu367	0.0	y
R3M2	Otu367	0.0	r
R4M2	Otu367	0.0	r
Y3M2	Otu367	0.0	y
Y4M2	Otu367	0.0	y
RC1	Otu367	0.0	r
RC2	Otu367	0.0	r
RC3	Otu367	0.0	r
YQ1	Otu367	0.0	y
RQ1	Otu367	0.0	r
Y0J1	Otu367	0.00018284042601819262	yj
R0J1	Otu367	0.0	rj
Y0J2	Otu367	0.0	yj
R0J2	Otu367	0.0	rj
YQ2	Otu367	0.0	y
RQ2	Otu367	0.0	r
YQ3	Otu367	0.0	y
RQ3	Otu367	0.0	r
Y0J3	Otu367	0.0	yj
R0J3	Otu367	2.174669450243563e-05	rj
Y7J1	Otu367	6.57116572479958e-05	yj
R7J1	Otu367	0.0	rj
