	ACK-F1	ACK-F1-a	ACK-F2	ACK-F2-a	ACK-F3	ACK-F3-a	ACK-M1	ACK-M1-a	ACK-M2	ACK-M2-a	ACK-M3	ACK-M3-a	Cig-F1-L	Cig-F1-L-a	Cig-F13-H	Cig-F13-H-a	Cig-F14-H	Cig-F14-H-a	Cig-F15-H	Cig-F15-H-a	Cig-F2-L	Cig-F2-L-a	Cig-F3-L	Cig-F3-L-a	Cig-F7-M	Cig-F7-M-a	Cig-F8-M	Cig-F8-M-a	Cig-M1-L	Cig-M1-L-a	Cig-M13-H	Cig-M13-H-a	Cig-M14-H	Cig-M14-H-a	Cig-M15-H	Cig-M15-H-a	Cig-M2-L	Cig-M2-L-a	Cig-M3-L	Cig-M3-L-a	Cig-M7-M	Cig-M7-M-a	Cig-M8-M	Cig-M8-M-a	Cig-M9-M	Cig-M9-M-a	EL-F1-L	EL-F1-L-a	EL-F13-H	EL-F13-H-a	EL-F14-H	EL-F14-H-a	EL-F15-H	EL-F15-H-a	EL-F3-L	EL-F3-L-a	EL-F6-L	EL-F6-L-a	EL-F7-M	EL-F7-M-a	EL-F8-M	EL-F8-M-a	EL-F9-M	EL-F9-M-a	EL-M1-L	EL-M1-L-a	EL-M13-H	EL-M13-H-a	EL-M14-H	EL-M14-H-a	EL-M15-H	EL-M15-H-a	EL-M2-L	EL-M2-L-a	EL-M3-L	EL-M3-L-a	EL-M7-M	EL-M7-M-a	EL-M8-M	EL-M8-M-a	EL-M9-M	EL-M9-M-a
ACK-M3	0.7648115059753223	0.8464965000281396	0.6874775661401819	0.7914283398824783	0.8122068920765778	0.8528978791102683	0.6077651488397241	0.5966729076063484	0.6408175181907442	0.7157670013643108	0.0	0.6811674437332228	0.6795688266722827	0.6465618739725172	0.7081898162323227	0.8245200598653196	0.7681597238478658	0.7560273713534491	0.8028204114284817	0.7453452274060446	0.7806139009659312	0.7542723023134053	0.7513633630816386	0.8039909965721007	0.8553067756347847	0.7137337465146489	0.7768995163447255	0.6621013457851755	0.721154925234205	0.822293477070875	0.8225008752581775	0.7609623688169105	0.627927956530275	0.8154284793062979	0.6459460667210579	0.7438700257104245	0.7879001226898014	0.8555699715261922	0.5918480407505585	0.844982939404936	0.546709030803483	0.7786320549807696	0.6016591679212692	0.8358385118517749	0.6133922756850182	0.8057170875239404	0.5882555270560371	0.7210147550177957	0.8216667311801666	0.8274414443418545	0.78937096184032	0.7246394163562226	0.8399619477365311	0.8206276550358407	0.7608635292253384	0.7948634790607605	0.811715542871401	0.7214598034226657	0.7931012417679839	0.8220057817915908	0.6710898572584271	0.6292365723852538	0.7732480087769006	0.7131250319063349	0.698550676723813	0.7400138969939312	0.8202677886959474	0.769558071769144	0.6622446192904753	0.8370320900985876	0.6943137021213115	0.7868276172709673	0.6326988818894614	0.7344396253181664	0.6707131836236061	0.8351139969737571	0.6985116170238493	0.8228243827850537	0.6999923589217215	0.6436493511354229	0.6469691410281805	0.7788854502338053
ACK-M3-a	0.7953679036480231	0.8423719190160273	0.7396076880294983	0.8217057509045129	0.8759078427184168	0.8737660165415956	0.8251032577127292	0.7078356111808098	0.7499233485039554	0.7502052039717906	0.6811674437332228	0.0	0.8094899851463339	0.7521552257915106	0.8240921308143301	0.8568630815849098	0.7730839235612863	0.8235340650646125	0.8447291102187672	0.8187030513757824	0.81094060001263	0.8773729993849093	0.8104773785872919	0.87315064171312	0.8504015950985755	0.8254419522554702	0.8502487080673677	0.6885720508128238	0.7755169180454808	0.8700520194826059	0.7971305829112278	0.7758810817325812	0.6756597432496856	0.8521100659073119	0.7280719463680503	0.7836870287682227	0.878314297836152	0.8277832341547792	0.6968007588423359	0.8465189242664422	0.7222842162528647	0.8087279077242208	0.7576377111498959	0.8577252316131344	0.7003284549521063	0.7972227635686269	0.7656446931581719	0.7316203139723899	0.8771143202826656	0.83336524262814	0.8243429936431642	0.7963264060892211	0.8727156946539103	0.9030883560935408	0.7942330658351306	0.8403037263843524	0.8356504870007962	0.7998553167152486	0.8503027293309536	0.8750703496958869	0.7452349293949707	0.730710532405631	0.8509732539181951	0.8363275630276565	0.8026250247924741	0.80506878191281	0.8968960030500576	0.7408107714608084	0.7796225878561501	0.8468659754708898	0.7656497082697701	0.7898002453358366	0.6749451629292342	0.817894901630144	0.8068782625171267	0.817150799525214	0.8193687459275828	0.7852087510228148	0.8077808487679002	0.7545444090429198	0.7418593843458684	0.7617709135114311
Cig-F1-L	0.6770939321053809	0.81453811689323	0.6503587534717105	0.730233370695878	0.7579202135852247	0.7663859098688776	0.6659278414990147	0.7261459980629641	0.700176104177974	0.7385542864282734	0.6795688266722827	0.8094899851463339	0.0	0.6532778681806899	0.6322310025793577	0.7905541383662761	0.6959028730417526	0.7342756784842561	0.7394441612127098	0.6840694767762246	0.7099642580772173	0.7115840016188246	0.6298634744258829	0.7442721975886626	0.7713522392693306	0.6545483704555151	0.6915241707768108	0.6935412833073782	0.7439305427375621	0.7660969297856002	0.8166002591249055	0.7329533772906733	0.7257743069228213	0.8258270956697428	0.7045742949272717	0.7577783714034626	0.8137223380664398	0.8261416259813341	0.7035781704974298	0.8187767895174834	0.6858175198312738	0.7303596049839237	0.7387055675071075	0.8296830852564059	0.7204958159787131	0.7838172146775264	0.6959812673667594	0.7060251264318178	0.7651198090936275	0.77453108746598	0.755631741265714	0.7617214950772782	0.7728825197843449	0.7170377811105095	0.7362215403592297	0.7041886390109677	0.7701747295595394	0.6513838840745004	0.7300490091989218	0.7505994861277469	0.6653892810722122	0.7023174090217491	0.717828361443417	0.6635713665172807	0.6948879003563739	0.7563459495845749	0.799057160291491	0.7660122722946937	0.6649092073878102	0.8178626076080598	0.6873865083894976	0.7507025851719077	0.7315547532466314	0.706718572783082	0.7363074251676166	0.8252455834921085	0.7217737643511786	0.8095718156365503	0.7154468417492503	0.7428322055016751	0.6851143756258176	0.7732321596317152
Cig-F1-L-a	0.7614514411028861	0.8739621412129049	0.6863545855451695	0.7974477252849617	0.8692918026439324	0.8611196511064947	0.6984523785470307	0.6436150299456949	0.6628686544252529	0.701847838907025	0.6465618739725172	0.7521552257915106	0.6532778681806899	0.0	0.7072131075201303	0.7928829587651338	0.756905106457379	0.7341176095248857	0.8327219586632782	0.7669418705171769	0.7771153075109019	0.668483488924199	0.7438464075340799	0.8249518811998002	0.8745969554318269	0.6915584808901417	0.7566714838211763	0.5776003678709811	0.6565024935808128	0.806709153067584	0.867855122680182	0.7207993935927433	0.6123274997740662	0.8219907721397703	0.604517472835051	0.7124512535296936	0.8498368476515136	0.8067022995802345	0.6011576453440796	0.8792411432159949	0.6102509961865382	0.7801558450880617	0.6913174271053507	0.8773260823410212	0.6293768379194118	0.797732164952989	0.6149349125532793	0.6674043364829662	0.820995426504137	0.8255386617456754	0.824309604565408	0.6376064450912755	0.8635306620004474	0.8022775136762464	0.7792932564604242	0.7660985329270655	0.8381526512508032	0.7002917231942176	0.8110195109288504	0.8277168653768827	0.6542461523151779	0.5148369348877508	0.7805531456340145	0.6022592403625154	0.7568901649630991	0.7065055423381498	0.877609682991276	0.7589228204743133	0.6978728607976175	0.8516288550535476	0.7364585874459892	0.7862783438548562	0.6178352447485234	0.6682133124720229	0.6471174051656979	0.8018334379660422	0.7495567952352546	0.7807630452110286	0.6525750891121395	0.6005821522198542	0.6486586420223274	0.7363366065846221
Cig-F13-H	0.6927283076180365	0.8343653235313623	0.6466131480228196	0.7110044467878609	0.7554883334620566	0.7755297416149474	0.6913592360085714	0.7539877146212876	0.7283967637904835	0.7617550789264655	0.7081898162323227	0.8240921308143301	0.6322310025793577	0.7072131075201303	0.0	0.8080657988988493	0.6822266320410837	0.7592179606212522	0.7371015387543666	0.7087766187784702	0.774397595712718	0.7542788687011687	0.66978173389537	0.783353879465037	0.7834919800322122	0.65888562025272	0.7583146688258035	0.7296891393638006	0.7676954287117642	0.8269100209987595	0.8177814097041401	0.7644557597123997	0.7381687307393883	0.8518644368658378	0.736564900968176	0.7936658776484539	0.8341850955879492	0.868788700459575	0.7101018361341873	0.8554905456863577	0.7132606599585862	0.7699189356897945	0.7284548250592596	0.8435863818244624	0.7542562731396754	0.7881047610400371	0.6628544796899055	0.7552700524021786	0.8011955533539802	0.8071848269299229	0.8096844624810896	0.7748786242876906	0.7916981441226553	0.7685007586573953	0.7692071534961237	0.7417411640966343	0.7806108313622724	0.6902190734136783	0.7444121330071695	0.7626594438129786	0.6649060419016274	0.7204578028428683	0.7079478169330102	0.6891934645344066	0.7223061904008298	0.7856663167117047	0.7797683257413219	0.7943387558024039	0.670617996068543	0.8586589657240145	0.6692779995889347	0.8015091199101413	0.7548261608450978	0.764114502734898	0.727633534361433	0.8273828913597191	0.7406404045564192	0.8332194587920079	0.7154295560321753	0.7678072509233617	0.7083182016102003	0.8017368992228703
Cig-F13-H-a	0.8186347170220716	0.8855506582246593	0.809095304283573	0.8209860258249915	0.8504856028810465	0.8349146227956508	0.8013677974456526	0.8370953053380166	0.798893842307636	0.8131887464511601	0.8245200598653196	0.8568630815849098	0.7905541383662761	0.7928829587651338	0.8080657988988493	0.0	0.8181608019302443	0.8104358427743619	0.8445673608097453	0.8061624202814778	0.7722404543608292	0.7952618559997044	0.7875954752090375	0.8402227325461876	0.8260209055488965	0.7828965620555447	0.7518928311548054	0.7721402972761625	0.8441271549112124	0.8479965649204775	0.8500322593112861	0.8085461456609666	0.8108404252068351	0.8754609859216897	0.795821661866621	0.8029518556736923	0.8826645867538424	0.8154041288512209	0.8311094688974118	0.8982903109045014	0.7996525198568339	0.8054277870052253	0.7986593555527259	0.9016046625027311	0.8071976054879514	0.864884268592131	0.8203505362808797	0.7825712184913499	0.8353947515837997	0.8340882174912284	0.8804797818790576	0.8334378316508486	0.8640933836670683	0.8473854894501437	0.728784697741209	0.8007827939119221	0.8121915479544146	0.7964159199150631	0.8260239211273522	0.8656662969418975	0.8159972265594752	0.8189936235873203	0.792526968799276	0.7527315580243046	0.8204344249671726	0.8409113448795251	0.8913124037657773	0.7925959194131206	0.8012663421782417	0.8900713627797989	0.8544803080936335	0.8516762335301511	0.8378243700018494	0.8112346708398295	0.8273815632601205	0.8754439989879286	0.8359941367606394	0.7928299229791447	0.7694460309711805	0.8129350718191839	0.8035848794713785	0.8358853272612963
Cig-F14-H	0.6276783573194598	0.7614938995935162	0.6797737625764888	0.6511911839449488	0.7454992570363455	0.7406182685381242	0.7518597491018799	0.7560266043385331	0.7563385323959013	0.7597931876802337	0.7681597238478658	0.7730839235612863	0.6959028730417526	0.756905106457379	0.6822266320410837	0.8181608019302443	0.0	0.7165818577472564	0.7193890962209075	0.7051237416014194	0.7401069460314533	0.8076906897143934	0.6436561734993986	0.8005286637051356	0.729721741771745	0.732166233219488	0.7395435118465539	0.7630794278223586	0.8012559371841702	0.8039294505969764	0.7101060382336504	0.6972027553853677	0.7428129039990191	0.7771016907756847	0.7493684757268878	0.7564897975992709	0.7873434298633546	0.8174051094744984	0.7333384244675296	0.8096632122287397	0.7997897334747847	0.6831173196803538	0.8144962800955445	0.8054991648923334	0.7410773516538668	0.6805969047423667	0.7516297328420011	0.7160446327956743	0.7559632892406327	0.7442504554683299	0.7806288085454414	0.7811777498571311	0.6795988144916504	0.7659140514042636	0.7526385691794931	0.6947988146989402	0.7194740942976977	0.7343231042697549	0.7129922828595742	0.773266735833584	0.7391457819362613	0.7594664338961485	0.7437289062373466	0.7857533962861399	0.7218192544209965	0.7847523848078297	0.7622496713394106	0.7003601895938157	0.7158403731034044	0.7965630274373323	0.7390860029384594	0.7371240381323526	0.7529325902393462	0.7901081849905071	0.7874871459530144	0.7750014068641617	0.7359728291460883	0.7768475448129377	0.7742137446683092	0.7925303825366967	0.7247270371784238	0.7361676910117544
Cig-F14-H-a	0.7270072462244176	0.8556686716459213	0.7575720159742808	0.7600500918064887	0.8465423140219627	0.8460880203782944	0.7699840905521301	0.6302499796339717	0.7413358782961533	0.6523039592788983	0.7560273713534491	0.8235340650646125	0.7342756784842561	0.7341176095248857	0.7592179606212522	0.8104358427743619	0.7165818577472564	0.0	0.8548262266224602	0.7466116063047937	0.7562565361588481	0.7551288227075313	0.7305738037701646	0.8255120237228508	0.85680392033126	0.771642197807845	0.6906450329452015	0.708602130794759	0.7747570520208427	0.7207611078535475	0.8003030842203512	0.6346304001366554	0.7280844939634527	0.7272851846549211	0.7109292963438854	0.6311302077367165	0.7954213533669201	0.771563252384816	0.7308783255843007	0.8215242545684915	0.744842823236368	0.6646162653674199	0.7952396330935799	0.8141198015310502	0.7359680962493979	0.6658712078686827	0.768236760104903	0.6892552113279329	0.8149266071264192	0.7111512848196774	0.7634691670392926	0.7361333502097923	0.8191791129692763	0.7839497028307477	0.7837512883807362	0.5984578279374345	0.8392667530328761	0.7481691199118949	0.8055185887911169	0.8339418664867756	0.7794995148890121	0.7403951759620877	0.7762620641919904	0.7631671794948441	0.741189141794393	0.6846511213400606	0.8821317118910341	0.7112815276409257	0.7582754450934017	0.7325494951880401	0.807211977225148	0.6861870680862999	0.7365283065486511	0.6887412483795892	0.7491779822175547	0.7650327815273226	0.766506832963959	0.7299384247644872	0.7672032004362616	0.7258577053668189	0.6981568956069367	0.6475845551116427
Cig-F15-H	0.7283235163199012	0.7808508613087847	0.7745792019719565	0.7537560247679391	0.7649434346291586	0.7197154570908845	0.7349502611670103	0.8486137194746118	0.7985353071794905	0.821198843992829	0.8028204114284817	0.8447291102187672	0.7394441612127098	0.8327219586632782	0.7371015387543666	0.8445673608097453	0.7193890962209075	0.8548262266224602	0.0	0.6999218627997466	0.8013621012642449	0.8402539939214219	0.7440983559542652	0.7608059539270483	0.7393634748457899	0.7297241651808124	0.8273179833755339	0.863814877456952	0.8546630012757797	0.8260121402465339	0.8169926811989886	0.8585591752294859	0.8517360410658253	0.861410643374288	0.8476936768399624	0.8692602451624695	0.8134235873039515	0.8827511052509229	0.8511919027214122	0.806005148770033	0.8536701611805532	0.8124872695112166	0.8327226365190853	0.7654773381950388	0.8595016498892828	0.8409394940005276	0.8099994347533702	0.8172070048832002	0.7345212653019217	0.7999549822646018	0.8095469172184009	0.8941820764771151	0.7380821721031412	0.7647828577568601	0.7682446768726953	0.8080484050100141	0.7094908799796122	0.7448670861265478	0.7108322675996565	0.7253907747641751	0.8015281753412942	0.8566604257961635	0.7702512361924984	0.8169047512142018	0.7339950548058086	0.8465940678177716	0.7168859173417443	0.8290388396754723	0.7742914505158783	0.8575722102040182	0.7725776455743139	0.8024162069115697	0.8772000571870036	0.8429912807955842	0.8697288464690305	0.8453303517434616	0.7272277926687591	0.8556377775274351	0.8093200291449995	0.8752627940249936	0.7676316647623977	0.8615840599799199
Cig-F15-H-a	0.7032971749514995	0.7246206018407001	0.7561273765837973	0.7104381274173882	0.7552421390891436	0.7317403822239149	0.684476800891669	0.7411641210101926	0.7566737621004387	0.7188360870769763	0.7453452274060446	0.8187030513757824	0.6840694767762246	0.7669418705171769	0.7087766187784702	0.8061624202814778	0.7051237416014194	0.7466116063047937	0.6999218627997466	0.0	0.7553294487390482	0.8060525034645714	0.6719850411209389	0.7026643002506859	0.7060541217049846	0.694950748888793	0.7305348232713864	0.7840121937742186	0.8006676173264005	0.7577201373389901	0.7699867631692815	0.7738314177183997	0.8061748397696524	0.7601756500971582	0.7800916184971076	0.780938677088691	0.7694528635378614	0.8189896319915391	0.8015098683524552	0.7062948915500776	0.8098807538842688	0.6921415660921443	0.80613952784932	0.6837313216535672	0.778790684481037	0.7505627020873492	0.7506460621262463	0.7336050906232134	0.7523189379440998	0.7578076071450135	0.7424985348455858	0.8453215014864383	0.7103619202189883	0.6757057963681656	0.7637328339292998	0.7063507565300517	0.659569120102771	0.674166372759644	0.7128547207400654	0.6275353865608166	0.7543219245647558	0.7850563291328225	0.7533650757780342	0.7721699460818893	0.7159443452641854	0.7736830939894337	0.7247883858646437	0.7433972807450691	0.6922644582647492	0.7829982389755429	0.7391366011616357	0.7022907031420699	0.8198783071471878	0.752448060363495	0.8094474577710442	0.7781417005205764	0.7130087834384417	0.8117855730779876	0.7865458909396779	0.7947515280097015	0.7257520893389127	0.7981533995357388
Cig-F2-L	0.7464605108200262	0.7530724684156996	0.7557062900886077	0.7262390515633007	0.7974379807840667	0.8254335604075239	0.7941025262757899	0.7983869544187587	0.7401766746183928	0.7513887353486204	0.7806139009659312	0.81094060001263	0.7099642580772173	0.7771153075109019	0.774397595712718	0.7722404543608292	0.7401069460314533	0.7562565361588481	0.8013621012642449	0.7553294487390482	0.0	0.761216611265922	0.6931550336441555	0.7323362825311961	0.808850150507485	0.7592822648266074	0.7068575812442685	0.7589893139183876	0.7992894502835199	0.810149077878059	0.7398008382571982	0.7479484280037924	0.7833283532633506	0.797957087296643	0.7534765762952411	0.7647039345338805	0.8243007159659383	0.7815586269506624	0.8177172266698011	0.8533174743668662	0.7757759796728657	0.7113452027597641	0.8136398501269463	0.8434890871304225	0.7854038505137142	0.778631957493816	0.8208766682257165	0.7013225445415042	0.7884498192972702	0.7350981992084359	0.8049825987322742	0.8085623447944087	0.8174752260705539	0.8394346610381646	0.6582103952058171	0.7371741812499988	0.7526139600834671	0.7187233569906669	0.7895142266445278	0.8131411748266786	0.7410354496664637	0.771401749102489	0.7225149576027319	0.7372003580576331	0.784611953242729	0.806871953994364	0.8439018260151292	0.7307691371589794	0.7735478542494807	0.8595971343504623	0.8375325860471664	0.8052646439311972	0.7914056305223625	0.7775238365770815	0.8195690614849281	0.8119411944757503	0.7807727456502687	0.7967433546176709	0.7487803444642365	0.7938736229291756	0.7870678362042238	0.7994924449962229
Cig-F2-L-a	0.8036928035336512	0.8966926600056797	0.7653075465038329	0.8114801158131081	0.8569149561965915	0.855385143010051	0.7011504259614877	0.7627831667933894	0.7458600888402549	0.7528368663588713	0.7542723023134053	0.8773729993849093	0.7115840016188246	0.668483488924199	0.7542788687011687	0.7952618559997044	0.8076906897143934	0.7551288227075313	0.8402539939214219	0.8060525034645714	0.761216611265922	0.0	0.7570414326102151	0.7850173886180654	0.8456793289719517	0.697240271976345	0.6981435480281621	0.6952066113018832	0.7644228088223654	0.7805431368752901	0.8745806807792463	0.769832090457248	0.76648833565986	0.8831336674258214	0.738685281017502	0.7587199876158413	0.8448334026156161	0.8501989899439677	0.7558388344794283	0.8782283056203745	0.7020922097615394	0.7945075257228282	0.7655121840575093	0.8683862013291848	0.7358096761977324	0.8369353546617354	0.762301320048606	0.7821647428237658	0.8267036615030707	0.8030585241474764	0.814518124974753	0.716077620454311	0.8771484528256325	0.7853477765012022	0.8051350659563699	0.7881565046103282	0.8510839647025885	0.7444451198715509	0.8044567955687496	0.8225652630473751	0.7407779297616925	0.7169939149809781	0.7387268893132266	0.6416208454220627	0.7720564718457116	0.7780446443512743	0.8798256092578353	0.8351287131393885	0.7224458710010705	0.881166980485193	0.7928354621904712	0.8182937503742255	0.7771635306504405	0.6949837634141366	0.7605381606175575	0.8747964128943865	0.751689453476705	0.8498754789930477	0.7244609410806748	0.7565182895381244	0.7291176936692317	0.836297665686517
Cig-F3-L	0.6186364068659781	0.8047333571958941	0.6615875045091181	0.7111741742523731	0.7379709380228227	0.7156175135398168	0.7162252869228042	0.7481416968647957	0.7760155032005105	0.7716504984359079	0.7513633630816386	0.8104773785872919	0.6298634744258829	0.7438464075340799	0.66978173389537	0.7875954752090375	0.6436561734993986	0.7305738037701646	0.7440983559542652	0.6719850411209389	0.6931550336441555	0.7570414326102151	0.0	0.7460361232888333	0.6908845287795824	0.7006027516414035	0.6812000075966621	0.7187410266958856	0.795437192685752	0.8174056242684768	0.7816228512812117	0.7236195715880137	0.7561520148714568	0.8262592140306895	0.7429897526657198	0.7629013649806524	0.8193738533330802	0.8533996049718612	0.764245910284357	0.8063105570311228	0.751783329683656	0.6879755047645043	0.8020874398964267	0.790114282418049	0.7508761578706028	0.7835996839890742	0.739350856227637	0.6735933600714691	0.7821210849275418	0.7697247777331687	0.8015987353885092	0.7843093249488627	0.7613332993668175	0.7448644166597813	0.7557490762574535	0.7102406268429258	0.7101631091000589	0.7090609279084761	0.727917989455893	0.7320305952520788	0.7081316119111865	0.7316166878511476	0.6831487436914337	0.740070674615503	0.7595604090909845	0.7895472058697287	0.7928613453748169	0.743669656638185	0.6494600033636141	0.8358943090177238	0.7286339565369502	0.7466118957454652	0.7769575518868296	0.7555175704079597	0.7733370953400969	0.8255109215267732	0.7539515907162687	0.8223270135741952	0.7488774707491604	0.7780327313314562	0.737393038372923	0.750399316325402
Cig-F3-L-a	0.7903274377431415	0.7119794111535322	0.8260513313384293	0.7610733879976339	0.8218884459309864	0.780525947707428	0.7381367814883912	0.8451675272977206	0.819102902939515	0.7411959332632311	0.8039909965721007	0.87315064171312	0.7442721975886626	0.8249518811998002	0.783353879465037	0.8402227325461876	0.8005286637051356	0.8255120237228508	0.7608059539270483	0.7026643002506859	0.7323362825311961	0.7850173886180654	0.7460361232888333	0.0	0.7666740896093518	0.7356271102226525	0.7965315192454828	0.8580569683415115	0.8775453701825029	0.7423788887881746	0.8182817874557314	0.8523862089913555	0.8999470481828883	0.8128177364789329	0.8696263696844139	0.8211795695518034	0.7906861109509122	0.8671279934279703	0.880007293968597	0.792360455367359	0.8744419699252398	0.7794968691893214	0.8506280247003078	0.7950011164198788	0.8503901672562288	0.843207341979962	0.8653708962030485	0.8226660925513303	0.7735096618558702	0.7728995515781096	0.7812297847511204	0.8885785888906985	0.7863550310557433	0.7288186264374538	0.7874921251205794	0.7952088743689343	0.7715143198111327	0.7002751229630598	0.7375425306860547	0.7283437144810531	0.7511952747625846	0.870058732204999	0.6817504338822661	0.8195431205771093	0.7625493452314955	0.8419539566781713	0.767564706977197	0.853761721174993	0.8056192302637643	0.827015438865189	0.8096629591388836	0.8241005680962894	0.8716806395368939	0.8104005241105111	0.8883152828897553	0.8348758955095106	0.7427498920045229	0.8735695559643494	0.8455792375104509	0.8543552532635164	0.7730910250803654	0.8667437700222694
Cig-F7-M	0.7254953877750521	0.7741330781857815	0.8052661495095026	0.739827108311427	0.7606942096322714	0.7025484446476186	0.7758630813523145	0.8888133035070493	0.827164318479786	0.8283352851595328	0.8553067756347847	0.8504015950985755	0.7713522392693306	0.8745969554318269	0.7834919800322122	0.8260209055488965	0.729721741771745	0.85680392033126	0.7393634748457899	0.7060541217049846	0.808850150507485	0.8456793289719517	0.6908845287795824	0.7666740896093518	0.0	0.7447155819221366	0.7963328831296952	0.883930427154993	0.8834458027843488	0.8258165154736866	0.8178814660298708	0.853152801057453	0.8931230753323508	0.8490091118030505	0.8797424402531664	0.8755048354730918	0.840434538180135	0.88511726142584	0.8598291167104347	0.7510760179272422	0.8923684184478063	0.7649424518670042	0.8495234640633794	0.7581880337796091	0.8869621300393227	0.8140561369573095	0.8561318432071994	0.8125040170899651	0.7968750395543991	0.794452780886452	0.8403935718080289	0.9094337563936192	0.7103883240900136	0.7456957710887019	0.7981933173193354	0.7972289639082097	0.6527227425031444	0.7807436347800512	0.7466346279836521	0.700908472842816	0.8095995319962943	0.8892857320937344	0.6813585619945864	0.833536455859898	0.7785773550318813	0.873732424564879	0.7665089064478982	0.8176534557808265	0.804908305237552	0.8621568133539442	0.8184925868976697	0.8204117742384623	0.9072814745207284	0.874773453101157	0.8896216062551288	0.8305795657371392	0.7939298876064134	0.862633427435321	0.8234019178845976	0.8998320396222429	0.8211574180981396	0.8532513391664748
Cig-F7-M-a	0.7017499644612457	0.8091020138700807	0.694373171859913	0.77021670195874	0.792467545226858	0.7648158146722391	0.665675840895471	0.7680319399255567	0.728319736176687	0.7310205134977705	0.7137337465146489	0.8254419522554702	0.6545483704555151	0.6915584808901417	0.65888562025272	0.7828965620555447	0.732166233219488	0.771642197807845	0.7297241651808124	0.694950748888793	0.7592822648266074	0.697240271976345	0.7006027516414035	0.7356271102226525	0.7447155819221366	0.0	0.7582947337406853	0.7400481198674417	0.7686632158582275	0.7694203944444489	0.8326631664730412	0.7666988558925535	0.7863354086007915	0.8142936771721456	0.7726132289326203	0.7836038828684379	0.8136270575201034	0.8397998366006438	0.742658430585036	0.825865243033141	0.7482760839998086	0.7463106493753345	0.7691036519344752	0.8135886542372864	0.7745334709816372	0.7890185679866719	0.7173651909668772	0.7554509091983601	0.7610247068465127	0.7769707421338451	0.7830740287876703	0.8023505122487647	0.7787890931910719	0.704035789966948	0.7348110679859553	0.7717349345895883	0.7580998153600785	0.6849498831296609	0.717110162920121	0.7459738501000646	0.6845683762680955	0.7339440079340093	0.6575333105006852	0.6424783201914567	0.7040161431640009	0.7730333559672724	0.7792660200602618	0.7896575797654728	0.7045533146328676	0.8465153402502182	0.7344449255679043	0.7750938913350923	0.7766689403129505	0.7472719326414858	0.7600961685588953	0.7999748540752907	0.7260636701340957	0.8148898700853292	0.706675329973663	0.7622530893013494	0.714806290441067	0.8080924526339057
Cig-F8-M	0.7450600717974946	0.8398052444410128	0.7441909031591396	0.7616492421492507	0.7924066982945118	0.811869371724332	0.7664374217842475	0.744738819554397	0.7535360934633258	0.7533311240365793	0.7768995163447255	0.8502487080673677	0.6915241707768108	0.7566714838211763	0.7583146688258035	0.7518928311548054	0.7395435118465539	0.6906450329452015	0.8273179833755339	0.7305348232713864	0.7068575812442685	0.6981435480281621	0.6812000075966621	0.7965315192454828	0.7963328831296952	0.7582947337406853	0.0	0.6739813317726485	0.7893283254750953	0.7914704121697991	0.8047978038038685	0.728094500157569	0.7412659413095886	0.8004842963298975	0.7340602258068494	0.7279529249506963	0.8348430362866436	0.7837163526835663	0.7571567891215597	0.829053957042323	0.752150540110539	0.7050807144564175	0.798674578859017	0.8145002813235334	0.7601220461039461	0.7588530759332324	0.7171281344574553	0.6953919654680819	0.811097503024821	0.7507402356105167	0.7729876253923029	0.7322627780241914	0.8365151505489216	0.7997570375111942	0.7310882171354126	0.7114830666951766	0.7724295372414669	0.7265184856075506	0.8020085035844287	0.8162966128310531	0.7695410002306499	0.7488144660249595	0.7285242781463631	0.7399399228300544	0.7848308677244968	0.7861640576796041	0.8592094776986726	0.7363437510298211	0.7410873321606649	0.8186410158884833	0.8220466016916805	0.7689695367466763	0.7564294151161999	0.7208663542768808	0.7682880258063967	0.793603251119007	0.7725383395839989	0.7903383408655522	0.7497102928793766	0.7458892380488328	0.7464278109132276	0.7559419415533073
Cig-F8-M-a	0.7669358494698411	0.8935391408455424	0.6448894669832276	0.807504932976024	0.8929468513677862	0.8729334411166205	0.7448012370339159	0.6372599289489952	0.7097643123214389	0.7270095638607693	0.6621013457851755	0.6885720508128238	0.6935412833073782	0.5776003678709811	0.7296891393638006	0.7721402972761625	0.7630794278223586	0.708602130794759	0.863814877456952	0.7840121937742186	0.7589893139183876	0.6952066113018832	0.7187410266958856	0.8580569683415115	0.883930427154993	0.7400481198674417	0.6739813317726485	0.0	0.6644007247988777	0.8509065766204367	0.8605700954191002	0.7088968145287121	0.5228963752703543	0.8473240778151228	0.5976675775877521	0.6869214888912033	0.8708705037160831	0.838625314368672	0.5949210709578006	0.9013779380116062	0.5594426787897686	0.7821476795223137	0.7135270515640809	0.8961134351322175	0.5595881582067388	0.8197267558050931	0.6536363987979733	0.6652460831854303	0.8623508025322949	0.8455951017320129	0.8388181637630129	0.6415884413597862	0.8948773209102524	0.8690769338694604	0.7815205233629	0.767831040250631	0.8370150906309203	0.72981676075826	0.8569893767439423	0.8596774395654044	0.6472768085678756	0.5194801621336287	0.7709622116921365	0.6308239353405537	0.8012683268495474	0.7311046143042798	0.9059572512316498	0.7603034987163197	0.6844249855986069	0.8624084521646239	0.7494035677082165	0.8053768911962728	0.5054975762118441	0.656583836263394	0.6554405292495693	0.8490932223252344	0.7666820826876869	0.7974908745615463	0.6782748355974161	0.6129096053423678	0.6417257956333682	0.7296266141024427
