	ACK-F1	ACK-F1-a	ACK-F2	ACK-F2-a	ACK-F3	ACK-F3-a	ACK-M1	ACK-M1-a	ACK-M2	ACK-M2-a	ACK-M3	ACK-M3-a	Cig-F1-L	Cig-F1-L-a	Cig-F13-H	Cig-F13-H-a	Cig-F14-H	Cig-F14-H-a	Cig-F15-H	Cig-F15-H-a	Cig-F2-L	Cig-F2-L-a	Cig-F3-L	Cig-F3-L-a	Cig-F7-M	Cig-F7-M-a	Cig-F8-M	Cig-F8-M-a	Cig-M1-L	Cig-M1-L-a	Cig-M13-H	Cig-M13-H-a	Cig-M14-H	Cig-M14-H-a	Cig-M15-H	Cig-M15-H-a	Cig-M2-L	Cig-M2-L-a	Cig-M3-L	Cig-M3-L-a	Cig-M7-M	Cig-M7-M-a	Cig-M8-M	Cig-M8-M-a	Cig-M9-M	Cig-M9-M-a	EL-F1-L	EL-F1-L-a	EL-F13-H	EL-F13-H-a	EL-F14-H	EL-F14-H-a	EL-F15-H	EL-F15-H-a	EL-F3-L	EL-F3-L-a	EL-F6-L	EL-F6-L-a	EL-F7-M	EL-F7-M-a	EL-F8-M	EL-F8-M-a	EL-F9-M	EL-F9-M-a	EL-M1-L	EL-M1-L-a	EL-M13-H	EL-M13-H-a	EL-M14-H	EL-M14-H-a	EL-M15-H	EL-M15-H-a	EL-M2-L	EL-M2-L-a	EL-M3-L	EL-M3-L-a	EL-M7-M	EL-M7-M-a	EL-M8-M	EL-M8-M-a	EL-M9-M	EL-M9-M-a
Cig-M1-L	0.7833333938289525	0.8877086459563794	0.7202206631064393	0.833547582868601	0.8849308249447421	0.877604257030138	0.7604137959417773	0.7274386936521117	0.7025909961750838	0.7683543199598474	0.721154925234205	0.7755169180454808	0.7439305427375621	0.6565024935808128	0.7676954287117642	0.8441271549112124	0.8012559371841702	0.7747570520208427	0.8546630012757797	0.8006676173264005	0.7992894502835199	0.7644228088223654	0.795437192685752	0.8775453701825029	0.8834458027843488	0.7686632158582275	0.7893283254750953	0.6644007247988777	0.0	0.8651215916641204	0.8625066221730215	0.7724333020790531	0.6758365638040629	0.8418259486487909	0.6611310657449234	0.7577135910220417	0.8759184070751798	0.8752405718809189	0.6643807215178744	0.8957095774598275	0.6730706560708871	0.8100401501109927	0.7562832918908597	0.8838213554441857	0.6706934171358591	0.8399528703383508	0.716728888990058	0.7517285583966072	0.8638617804239125	0.8495081478361375	0.8387702688090751	0.7104143329725267	0.878820366929989	0.8809201490617602	0.8012756554573047	0.8141118603755818	0.8589352024628027	0.7595086368446413	0.8447573264112492	0.8619048358759571	0.7055422282396232	0.6414156357213079	0.8045407238028285	0.7117801793661777	0.7996293406808906	0.7816122236399032	0.889739795919626	0.8278519055321131	0.7423760989379619	0.8864459187248912	0.7762989977189969	0.8171023919855481	0.6775186697224098	0.7637152374787947	0.7066709433735935	0.8003627720920061	0.790292360268106	0.8242125846925948	0.7037480555708054	0.6815759820752179	0.7083044259559104	0.7950052535106115
Cig-M1-L-a	0.8011317878495327	0.7966822747862754	0.8422128683800818	0.7806169836991504	0.8417640934277826	0.827390539595628	0.7752236364347949	0.7508674109502506	0.7944946438668662	0.6564332519405437	0.822293477070875	0.8700520194826059	0.7660969297856002	0.806709153067584	0.8269100209987595	0.8479965649204775	0.8039294505969764	0.7207611078535475	0.8260121402465339	0.7577201373389901	0.810149077878059	0.7805431368752901	0.8174056242684768	0.7423788887881746	0.8258165154736866	0.7694203944444489	0.7914704121697991	0.8509065766204367	0.8651215916641204	0.0	0.7780827468456815	0.7059657435911554	0.8504204288708042	0.7599422982478004	0.8300152456359412	0.7368948330529139	0.7450765309751513	0.7727193158361604	0.8134392422037962	0.7375251108247118	0.8720840960747771	0.7046203933133768	0.8334701781964862	0.7527180026360336	0.8281398466714925	0.6959531144255829	0.8541526523903695	0.805811003222417	0.7816960142773425	0.7354065170576621	0.7173537576213073	0.8222143856244909	0.7843488600273644	0.674112891970183	0.8274944621258546	0.7415432105294163	0.8295377833026537	0.7667365297022954	0.7501276880041395	0.8091758337516359	0.8191990078812554	0.8618260742782715	0.7595815622884489	0.8227756469638637	0.7007212481362584	0.7044966907703936	0.7794650471160581	0.805851076321861	0.8179218147650263	0.7014652526208977	0.8158162441800909	0.7156538022157831	0.850625034505375	0.6921847708699064	0.8767009278636635	0.7739788513019152	0.7370167336018042	0.773559376789504	0.8335568871833166	0.8137726389217294	0.7321842139917448	0.7201002318244003
Cig-M13-H	0.7918714121795816	0.7500035308740061	0.8313087376096665	0.7088459469893585	0.7854886371772873	0.805245175018631	0.8101200929009073	0.8133255730165619	0.7723323441361241	0.7371396183868039	0.8225008752581775	0.7971305829112278	0.8166002591249055	0.867855122680182	0.8177814097041401	0.8500322593112861	0.7101060382336504	0.8003030842203512	0.8169926811989886	0.7699867631692815	0.7398008382571982	0.8745806807792463	0.7816228512812117	0.8182817874557314	0.8178814660298708	0.8326631664730412	0.8047978038038685	0.8605700954191002	0.8625066221730215	0.7780827468456815	0.0	0.7536714476787691	0.8416763184033152	0.7694363797147503	0.8243923226445566	0.804019273133806	0.7514358762950375	0.7942831284029145	0.8259477312439342	0.8068497858342272	0.8684839160091768	0.6914419533951219	0.8277103225398945	0.8014467123505434	0.8328502480608148	0.675118264049019	0.8634353499166454	0.7825312547938037	0.803406071778543	0.738040185561782	0.806735326808067	0.8691034405327631	0.7675091831559575	0.8499953357522956	0.7547055441232203	0.7920301573896104	0.7656717985157021	0.8014783584433992	0.7897862616720039	0.8346951048050083	0.8118062615017707	0.8734099019917599	0.8047440894750958	0.8712453672923538	0.747377460216897	0.8078605500789653	0.7530093147349222	0.6699182835792423	0.8154860528417082	0.781795578996579	0.8168036748639904	0.7023784180140618	0.8467980289391938	0.7972848410685497	0.8758192304530614	0.7587252631292474	0.7700007365471836	0.8030020946817809	0.8433961256590438	0.8364787795368168	0.7961294120031844	0.7720093472524425
Cig-M13-H-a	0.7161681942181	0.8628151616424139	0.7387321679687203	0.7463310013039188	0.8312949037750346	0.8424376815856114	0.7631567050136734	0.6452101432744077	0.7445429506028853	0.6442588903781392	0.7609623688169105	0.7758810817325812	0.7329533772906733	0.7207993935927433	0.7644557597123997	0.8085461456609666	0.6972027553853677	0.6346304001366554	0.8585591752294859	0.7738314177183997	0.7479484280037924	0.769832090457248	0.7236195715880137	0.8523862089913555	0.853152801057453	0.7666988558925535	0.728094500157569	0.7088968145287121	0.7724333020790531	0.7059657435911554	0.7536714476787691	0.0	0.713766755429207	0.7537762388019563	0.6889009959972113	0.5765358733934113	0.7533701995786177	0.6993623039037937	0.6922934518924886	0.786829548609589	0.754263779174394	0.6264286850681029	0.8057124620257211	0.8221689484762169	0.7028282863653393	0.6638274972082405	0.7605011093555797	0.7065410704420977	0.8106729153841002	0.7765402498406886	0.7740665978261255	0.717235693406233	0.8339245040262743	0.7918476765152913	0.7730769871523845	0.6948337146411646	0.8195017605793185	0.7364688079958165	0.8122311133043215	0.8429954713316989	0.752581103715428	0.7294251505049305	0.7790240167737993	0.7623979607557981	0.6869287889964687	0.6271316625817147	0.8577527514039129	0.7094179505563577	0.7134835705668342	0.6827404997923523	0.781324834316402	0.6579657262540568	0.7082246102218418	0.6493101809384666	0.7496670932297891	0.7515179974228174	0.7552486216658144	0.6580357124492053	0.7507026149708714	0.6833871129876323	0.6835277790119825	0.5918163846263029
Cig-M14-H	0.7825442408506675	0.9026497080810112	0.6614379998264944	0.8060305019745914	0.891103220540847	0.8797176543650433	0.7397561789493309	0.5892676161838936	0.6493423842097384	0.7117319953605121	0.627927956530275	0.6756597432496856	0.7257743069228213	0.6123274997740662	0.7381687307393883	0.8108404252068351	0.7428129039990191	0.7280844939634527	0.8517360410658253	0.8061748397696524	0.7833283532633506	0.76648833565986	0.7561520148714568	0.8999470481828883	0.8931230753323508	0.7863354086007915	0.7412659413095886	0.5228963752703543	0.6758365638040629	0.8504204288708042	0.8416763184033152	0.713766755429207	0.0	0.8086066015359383	0.5126532059864883	0.7097819195289966	0.8670288381791361	0.8242880430225784	0.5515449606647135	0.8915713949468987	0.5495126114498391	0.7936084932711472	0.6419881658312037	0.895638431185753	0.5419693923372279	0.7923610369376262	0.6223804894739352	0.6940182391532659	0.8514352078758055	0.8507574646180756	0.8642820229429491	0.6507659038885488	0.885699198589275	0.8454257804845121	0.7873925024358669	0.7740012845134422	0.8480762693901589	0.7345975783732861	0.8583768550973689	0.862128397089257	0.6887354211373684	0.5863943930987088	0.7937601466287426	0.7005319965655938	0.7584770961651824	0.6794344245119744	0.8895392101410854	0.7591266243642586	0.6895449887041304	0.8535475486076686	0.7545572257304682	0.8011316858736393	0.5179931206092231	0.6599208595738366	0.6688462648110419	0.8143140341487274	0.7525477117550998	0.73874378816669	0.6617384236881103	0.5808686623333553	0.6164405009535845	0.7231012808211001
Cig-M14-H-a	0.7992064153566951	0.7628633506065905	0.8702249480328177	0.7905156239905938	0.8341128012257265	0.831377155536118	0.8120222235552873	0.7256693744880982	0.8039013298356914	0.6863304666594137	0.8154284793062979	0.8521100659073119	0.8258270956697428	0.8219907721397703	0.8518644368658378	0.8754609859216897	0.7771016907756847	0.7272851846549211	0.861410643374288	0.7601756500971582	0.797957087296643	0.8831336674258214	0.8262592140306895	0.8128177364789329	0.8490091118030505	0.8142936771721456	0.8004842963298975	0.8473240778151228	0.8418259486487909	0.7599422982478004	0.7694363797147503	0.7537762388019563	0.8086066015359383	0.0	0.798625553631252	0.6983480931365003	0.760920509585271	0.7713268513258981	0.8132039477892669	0.7807843839361712	0.8546657071935633	0.7231956703402539	0.8595776681882946	0.8178176231680013	0.8219548631222927	0.6752603090193646	0.8445784098382686	0.7780995290271111	0.8156500115160846	0.7711303599311425	0.7926214499520767	0.8354492212327825	0.802903262362095	0.8161209957154758	0.8204953298343339	0.7777613261824471	0.8418729056875452	0.8048578767253438	0.813774757778325	0.8341683780247394	0.8362495949987689	0.8289205852213828	0.8452276222500411	0.857216532132762	0.7778462628121652	0.7209179653153329	0.8419936831156796	0.7253960445256014	0.8411933633767011	0.744776676763179	0.8251103256648495	0.730578524423116	0.8167650500272366	0.7683221029290509	0.8567135184761118	0.6641730506924123	0.7571667975071736	0.7602198909737974	0.8470200536691477	0.7650159600172733	0.7411579914531615	0.693071438711282
Cig-M15-H	0.7606468217926381	0.8879122123302041	0.7076805522920745	0.7967387317733741	0.8588793736998733	0.8584768973445537	0.7059936174368391	0.5940112700598724	0.6027203356457209	0.6858432791984885	0.6459460667210579	0.7280719463680503	0.7045742949272717	0.604517472835051	0.736564900968176	0.795821661866621	0.7493684757268878	0.7109292963438854	0.8476936768399624	0.7800916184971076	0.7534765762952411	0.738685281017502	0.7429897526657198	0.8696263696844139	0.8797424402531664	0.7726132289326203	0.7340602258068494	0.5976675775877521	0.6611310657449234	0.8300152456359412	0.8243923226445566	0.6889009959972113	0.5126532059864883	0.798625553631252	0.0	0.6699047337450696	0.8287658027293638	0.7692505273323698	0.5866988580046434	0.8760410490411433	0.5795302131840938	0.7481712262642624	0.6537451491544825	0.8710344833617663	0.5599617307689866	0.770568312547716	0.6473231814768583	0.6922897417811619	0.8421574897242424	0.8379439441351058	0.8427868348121869	0.6327468465426463	0.8596458408143905	0.8478870513732306	0.7689549623685978	0.7623811114878979	0.8331589459150179	0.7316526389599147	0.824589639371941	0.852622481505024	0.6961016610403824	0.6017803015956725	0.7867278231078509	0.7003229127302599	0.7314900624572274	0.6791818144570436	0.8716837290283423	0.7376488888120245	0.6662906082140254	0.8246435841894947	0.7312683709842843	0.7550420057903411	0.5859352392036518	0.646929298838038	0.6686802221063157	0.8307051660935943	0.7276298961044764	0.7268409214535049	0.6508236573466886	0.5764801493878481	0.622376693587085	0.694008354698685
Cig-M15-H-a	0.7613444438335957	0.8733418492643239	0.7695390139436016	0.7902362495779064	0.8766076598035093	0.8726639430675394	0.7203046453875884	0.6345933188551885	0.726718198135561	0.6212503594356024	0.7438700257104245	0.7836870287682227	0.7577783714034626	0.7124512535296936	0.7936658776484539	0.8029518556736923	0.7564897975992709	0.6311302077367165	0.8692602451624695	0.780938677088691	0.7647039345338805	0.7587199876158413	0.7629013649806524	0.8211795695518034	0.8755048354730918	0.7836038828684379	0.7279529249506963	0.6869214888912033	0.7577135910220417	0.7368948330529139	0.804019273133806	0.5765358733934113	0.7097819195289966	0.6983480931365003	0.6699047337450696	0.0	0.7843329762258461	0.7164275359318427	0.7300680598233609	0.8425528763851762	0.7286758666267112	0.6992308835943061	0.7948966939325058	0.8231241486412403	0.6656899177281006	0.7169120931618154	0.7778827185154411	0.7164590875612159	0.8358643263266959	0.7843686360403903	0.8130592752939318	0.7256412573534126	0.8676718321590431	0.8211468201212843	0.7707571229893386	0.7250966372784443	0.8450873490295547	0.7350751433288967	0.8332181725517639	0.8497618385031926	0.7635129568513351	0.7242878464502914	0.7909289246067304	0.7404919674428259	0.7417225943392868	0.6375813632206161	0.8797591836589838	0.7351254018956331	0.7495877566310349	0.7083371853378089	0.8014446806354851	0.6830364010288799	0.6920472950529181	0.6365045084318907	0.7356968454239815	0.7565573381771724	0.70636143340332	0.7139507451085256	0.7399442910593811	0.6183415541875835	0.6410777548653106	0.6136058159950833
Cig-M2-L	0.7981733486391643	0.8079487898416865	0.8424248217686012	0.7981873631491039	0.8083539715536965	0.8126892335083273	0.7530508160996723	0.775937511233194	0.8114371589328169	0.7389442285569485	0.7879001226898014	0.878314297836152	0.8137223380664398	0.8498368476515136	0.8341850955879492	0.8826645867538424	0.7873434298633546	0.7954213533669201	0.8134235873039515	0.7694528635378614	0.8243007159659383	0.8448334026156161	0.8193738533330802	0.7906861109509122	0.840434538180135	0.8136270575201034	0.8348430362866436	0.8708705037160831	0.8759184070751798	0.7450765309751513	0.7514358762950375	0.7533701995786177	0.8670288381791361	0.760920509585271	0.8287658027293638	0.7843329762258461	0.0	0.7768192049772568	0.8137036514804167	0.748978319833262	0.8521276523155419	0.7400228764612364	0.8552472864999604	0.8049243867521764	0.8018708074896354	0.7473229713107807	0.8691749346430949	0.8268963032752406	0.7922680404705449	0.798727280044693	0.8081058854699181	0.8579870770898845	0.797756022636979	0.815981080018283	0.8336538144074238	0.827161598329209	0.8231530256719025	0.8036718296274808	0.790293837160051	0.8302920086818465	0.8393173641374875	0.8782332665024474	0.8219439228252404	0.857732325729137	0.7208646672038553	0.786751245467362	0.8030725905447919	0.7712587049841741	0.7583983758444599	0.756821824128219	0.769396609797981	0.7245682698330812	0.8496819571270694	0.7723877526690797	0.8725527005217123	0.797549784171091	0.7048792754792854	0.8014018613836575	0.8496419469339718	0.8093123959670041	0.7496160965508436	0.8105529892559339
Cig-M2-L-a	0.8322672501545003	0.8647719578368752	0.8673272616861063	0.8119836760648352	0.8521480678838047	0.8484371931818239	0.8374317116145275	0.7812088904735708	0.7819327798922767	0.7224833185317151	0.8555699715261922	0.8277832341547792	0.8261416259813341	0.8067022995802345	0.868788700459575	0.8154041288512209	0.8174051094744984	0.771563252384816	0.8827511052509229	0.8189896319915391	0.7815586269506624	0.8501989899439677	0.8533996049718612	0.8671279934279703	0.88511726142584	0.8397998366006438	0.7837163526835663	0.838625314368672	0.8752405718809189	0.7727193158361604	0.7942831284029145	0.6993623039037937	0.8242880430225784	0.7713268513258981	0.7692505273323698	0.7164275359318427	0.7768192049772568	0.0	0.8435311122611635	0.8004178077998263	0.8513033356024564	0.7331543954321126	0.8672229494864041	0.8585788596446271	0.8010086878920125	0.7331099932635191	0.8486167459689685	0.7906318479163413	0.8013654171774357	0.7958945466111309	0.8184506262720812	0.790035682114137	0.8623320093670579	0.840566350199631	0.7654535172070704	0.8058767020607894	0.8518717512415278	0.8306069882873047	0.874951547267968	0.8865642811267647	0.8711926822038055	0.8670328706321365	0.867112126834046	0.8498716753721973	0.8057412992122512	0.7663996125623416	0.8926817702695288	0.7374406068568683	0.8347166293099935	0.7960441758352468	0.8522218321648605	0.7487383982982666	0.8433756178279364	0.7389298424160021	0.8495789766756586	0.7810160288009637	0.8128131371686695	0.7043320565338402	0.8266185753543657	0.7647566960059758	0.7744016409259358	0.7452962007566061
Cig-M3-L	0.7462575229605746	0.8980176782905672	0.7036492100634888	0.8018983410829658	0.8707474673972116	0.8664059536825995	0.703704734353521	0.5810191589730151	0.655093077562962	0.7181428209179194	0.5918480407505585	0.6968007588423359	0.7035781704974298	0.6011576453440796	0.7101018361341873	0.8311094688974118	0.7333384244675296	0.7308783255843007	0.8511919027214122	0.8015098683524552	0.8177172266698011	0.7558388344794283	0.764245910284357	0.880007293968597	0.8598291167104347	0.742658430585036	0.7571567891215597	0.5949210709578006	0.6643807215178744	0.8134392422037962	0.8259477312439342	0.6922934518924886	0.5515449606647135	0.8132039477892669	0.5866988580046434	0.7300680598233609	0.8137036514804167	0.8435311122611635	0.0	0.8571766623639147	0.5413991846980949	0.7704101489473664	0.6307784081770412	0.8763414453210548	0.5936314246938996	0.7722036764501005	0.5651618485172125	0.7005735294158539	0.8363752735330254	0.8481665544566052	0.8324637815084026	0.643915171315924	0.8555031330343302	0.8355494015045342	0.8050213703965835	0.7665103632049358	0.8509673126670024	0.7517194854895026	0.8157588895302113	0.8562328409256424	0.6638196363106059	0.5783005052171739	0.7889216213790201	0.6869312509871867	0.7226000486398172	0.7024060131499591	0.8439265359611956	0.760523973869672	0.703994954192134	0.8084072344179549	0.7309366566088855	0.782922684145413	0.5612944830819896	0.6986971362522182	0.6288579224234755	0.8001886446412261	0.743180074512269	0.7595781984253359	0.6683128593872857	0.5987292952695424	0.6439139965264918	0.7053803110410753
Cig-M3-L-a	0.7990471118544167	0.803807206729001	0.8605998804100167	0.807358507592583	0.8192275297146427	0.7870568231808337	0.812323141852192	0.7960257200486378	0.8161472799354105	0.7412657237034743	0.844982939404936	0.8465189242664422	0.8187767895174834	0.8792411432159949	0.8554905456863577	0.8982903109045014	0.8096632122287397	0.8215242545684915	0.806005148770033	0.7062948915500776	0.8533174743668662	0.8782283056203745	0.8063105570311228	0.792360455367359	0.7510760179272422	0.825865243033141	0.829053957042323	0.9013779380116062	0.8957095774598275	0.7375251108247118	0.8068497858342272	0.786829548609589	0.8915713949468987	0.7807843839361712	0.8760410490411433	0.8425528763851762	0.748978319833262	0.8004178077998263	0.8571766623639147	0.0	0.9112607603429684	0.7455414952397649	0.8824803660844865	0.6201929537815044	0.8876329785392558	0.7561253650999592	0.8872199749132439	0.8237631214730384	0.7933423310135671	0.7972431364999883	0.7903512704097568	0.8956793124431287	0.7803008241487291	0.7128705900126974	0.8364317804970276	0.7720155364791529	0.6656811305881383	0.8066813732523592	0.786736494823152	0.6495481788956522	0.85121447036552	0.8872666848416223	0.8337714436916525	0.8978948200183724	0.774454837394263	0.7902987712017264	0.7977602331325855	0.8020121990291842	0.8361183172021085	0.7364170789870345	0.8195809942301315	0.7056827855680514	0.9022032528088465	0.811960045596317	0.8996450643866613	0.7931061159394858	0.7971491207508684	0.8417977327874567	0.8729315108986287	0.8877635680410009	0.8004443739489963	0.7774878024586873
Cig-M7-M	0.7809322380465211	0.9145408186768412	0.6912302797810137	0.8346265896870952	0.8751919557010874	0.8888852311277021	0.682894337152807	0.6111037605347439	0.6478296382968863	0.7455947369038071	0.546709030803483	0.7222842162528647	0.6858175198312738	0.6102509961865382	0.7132606599585862	0.7996525198568339	0.7997897334747847	0.744842823236368	0.8536701611805532	0.8098807538842688	0.7757759796728657	0.7020922097615394	0.751783329683656	0.8744419699252398	0.8923684184478063	0.7482760839998086	0.752150540110539	0.5594426787897686	0.6730706560708871	0.8720840960747771	0.8684839160091768	0.754263779174394	0.5495126114498391	0.8546657071935633	0.5795302131840938	0.7286758666267112	0.8521276523155419	0.8513033356024564	0.5413991846980949	0.9112607603429684	0.0	0.8183115915807545	0.5915932768043568	0.9052155311176563	0.5384314291985972	0.8463969447798776	0.5838281162348221	0.728451839641757	0.8506843670092169	0.8751483240118124	0.8596654324779965	0.6422754994393671	0.897629837259351	0.873961084593345	0.7689463255324561	0.8044486887618489	0.8546697416713678	0.758226585756973	0.8618996971011286	0.868991090316756	0.65967956394462	0.5405330544283119	0.8056959933858121	0.6338910105670615	0.7621026732917765	0.7476873755842123	0.903734450709539	0.7858058603490312	0.6797292755383171	0.8847742704935738	0.7435760921839255	0.8307222395435986	0.5871213263902232	0.7131397172567696	0.6249002048345503	0.8584073773180874	0.7590694330269963	0.808722043155206	0.6557018917808403	0.5956066746997262	0.6651607442561156	0.7700931881145294
Cig-M7-M-a	0.7006116810312002	0.7596592148117319	0.769448125141506	0.6696944763559795	0.7797658934728325	0.7857342412175545	0.768690509759928	0.7023525570007684	0.7701526649114429	0.6569189565076168	0.7786320549807696	0.8087279077242208	0.7303596049839237	0.7801558450880617	0.7699189356897945	0.8054277870052253	0.6831173196803538	0.6646162653674199	0.8124872695112166	0.6921415660921443	0.7113452027597641	0.7945075257228282	0.6879755047645043	0.7794968691893214	0.7649424518670042	0.7463106493753345	0.7050807144564175	0.7821476795223137	0.8100401501109927	0.7046203933133768	0.6914419533951219	0.6264286850681029	0.7936084932711472	0.7231956703402539	0.7481712262642624	0.6992308835943061	0.7400228764612364	0.7331543954321126	0.7704101489473664	0.7455414952397649	0.8183115915807545	0.0	0.8272455446144459	0.7604172024283775	0.7771397847771497	0.6147656130440192	0.8098621194136756	0.6791925339173096	0.8009135999690943	0.6980796884574179	0.7634733192642879	0.8257020832903155	0.7638961710689378	0.7644520061575334	0.7514198531618717	0.6459074857528386	0.7250808179994257	0.7065030952570044	0.7307651670007705	0.781542584294357	0.7740305959720001	0.8011676138573152	0.7430077492257176	0.7894261406324375	0.7071587199419427	0.7022532201940029	0.814332584898529	0.6674779328706084	0.7467991970925834	0.711243350102873	0.7825505676719031	0.6318493945626803	0.7987070134099981	0.6864921484424105	0.8092495156636784	0.7493692121308037	0.7397836581964017	0.7323988669042134	0.7896901680417168	0.7852982958798628	0.7296588833086171	0.6778497515374456
Cig-M8-M	0.8169162295491796	0.8762518345802636	0.7718066894898381	0.7796282101478048	0.8689190169269905	0.851548247468937	0.7225464099544182	0.6850288567265499	0.6750700297418419	0.7675749729782614	0.6016591679212692	0.7576377111498959	0.7387055675071075	0.6913174271053507	0.7284548250592596	0.7986593555527259	0.8144962800955445	0.7952396330935799	0.8327226365190853	0.80613952784932	0.8136398501269463	0.7655121840575093	0.8020874398964267	0.8506280247003078	0.8495234640633794	0.7691036519344752	0.798674578859017	0.7135270515640809	0.7562832918908597	0.8334701781964862	0.8277103225398945	0.8057124620257211	0.6419881658312037	0.8595776681882946	0.6537451491544825	0.7948966939325058	0.8552472864999604	0.8672229494864041	0.6307784081770412	0.8824803660844865	0.5915932768043568	0.8272455446144459	0.0	0.8488404809373139	0.6432924226213982	0.8305434144389277	0.661181255399412	0.780399968233914	0.8258073927872678	0.8612709008420781	0.8436143754455562	0.7641030550912166	0.8603226226771382	0.8394127626489957	0.8006994791265257	0.8135042060788154	0.846190735697317	0.7542608554604596	0.8236617891773409	0.8361333336775404	0.7326492864225752	0.6866282526772897	0.7948648390733715	0.7406329086385567	0.7675952296057181	0.7619432551520973	0.8477529574982683	0.8175661525094746	0.7273663571609945	0.8609258159145354	0.7307244287085054	0.8092604944656135	0.7065265276862867	0.7432329750083373	0.6937152155745633	0.836413925732737	0.7553982457832001	0.8284010059197005	0.6879430283725758	0.6935185058095318	0.7164520676133104	0.8072065651370451
Cig-M8-M-a	0.7897062636297223	0.7975087718772343	0.8541689750210147	0.7658655682081773	0.8144370639583088	0.7590339125917371	0.7775874119578795	0.8282649810871207	0.8304714609102072	0.7770817879193049	0.8358385118517749	0.8577252316131344	0.8296830852564059	0.8773260823410212	0.8435863818244624	0.9016046625027311	0.8054991648923334	0.8141198015310502	0.7654773381950388	0.6837313216535672	0.8434890871304225	0.8683862013291848	0.790114282418049	0.7950011164198788	0.7581880337796091	0.8135886542372864	0.8145002813235334	0.8961134351322175	0.8838213554441857	0.7527180026360336	0.8014467123505434	0.8221689484762169	0.895638431185753	0.8178176231680013	0.8710344833617663	0.8231241486412403	0.8049243867521764	0.8585788596446271	0.8763414453210548	0.6201929537815044	0.9052155311176563	0.7604172024283775	0.8488404809373139	0.0	0.8849192997697256	0.7847201134053906	0.8799350766977129	0.8319267099289268	0.8283206109305705	0.8157754941993617	0.8094722290780614	0.8965727393651391	0.7817590564066853	0.7393756789075819	0.8445241625288445	0.8066235439076016	0.5614873502394545	0.8009399636958974	0.7798481688176053	0.594487232227894	0.8603004514104382	0.894361042912012	0.8206372661115274	0.8899808662164306	0.7856389730211295	0.8062203922239168	0.7664579846410776	0.825268976351345	0.8283475585588126	0.7772687618485002	0.81463172845071	0.7418576381461683	0.8942891448646124	0.8061865579146043	0.8928630055687021	0.7817616196725753	0.7621292721160806	0.8528503956560878	0.8779910220459742	0.8899448127568648	0.8017236318601111	0.8084999406238502
Cig-M9-M	0.774746226007602	0.8976242816731522	0.6842814474756236	0.8031440746238333	0.8838567886583314	0.8784949916951756	0.6800485574268845	0.6265605697419219	0.6583214984293939	0.7298409327173397	0.6133922756850182	0.7003284549521063	0.7204958159787131	0.6293768379194118	0.7542562731396754	0.8071976054879514	0.7410773516538668	0.7359680962493979	0.8595016498892828	0.778790684481037	0.7854038505137142	0.7358096761977324	0.7508761578706028	0.8503901672562288	0.8869621300393227	0.7745334709816372	0.7601220461039461	0.5595881582067388	0.6706934171358591	0.8281398466714925	0.8328502480608148	0.7028282863653393	0.5419693923372279	0.8219548631222927	0.5599617307689866	0.6656899177281006	0.8018708074896354	0.8010086878920125	0.5936314246938996	0.8876329785392558	0.5384314291985972	0.7771397847771497	0.6432924226213982	0.8849192997697256	0.0	0.8056466341441224	0.6579079154656232	0.7291134311096361	0.8522182463466812	0.8385436879354231	0.8567301152537394	0.631599012962856	0.881152369163663	0.865145203942662	0.7897181004242514	0.7873475425054133	0.8384436582942029	0.7600960178959504	0.8487050234440707	0.8639586692193115	0.6944956973965787	0.6150607003300916	0.8121290504684439	0.6994464108811412	0.7691764854142196	0.7332394528827778	0.8809079598384962	0.7729256880180015	0.6827152555239123	0.8412958637563355	0.733648053706679	0.7773265329689162	0.5674051299945673	0.684333966723073	0.6561544303846845	0.8397289452720136	0.7363688575388213	0.7730587098945221	0.6915943421270924	0.5749167689230673	0.6134740552059635	0.7447022933681139
Cig-M9-M-a	0.7304548123680598	0.75923346555792	0.814957721640584	0.6943506168207396	0.8142616053642471	0.7981702435843241	0.8035175176995734	0.7158794289724716	0.7617482046515174	0.6879722352186108	0.8057170875239404	0.7972227635686269	0.7838172146775264	0.797732164952989	0.7881047610400371	0.864884268592131	0.6805969047423667	0.6658712078686827	0.8409394940005276	0.7505627020873492	0.778631957493816	0.8369353546617354	0.7835996839890742	0.843207341979962	0.8140561369573095	0.7890185679866719	0.7588530759332324	0.8197267558050931	0.8399528703383508	0.6959531144255829	0.675118264049019	0.6638274972082405	0.7923610369376262	0.6752603090193646	0.770568312547716	0.7169120931618154	0.7473229713107807	0.7331099932635191	0.7722036764501005	0.7561253650999592	0.8463969447798776	0.6147656130440192	0.8305434144389277	0.7847201134053906	0.8056466341441224	0.0	0.8199569334063622	0.7168627853974715	0.7942484965253067	0.6903795058651876	0.7392369083112648	0.7945112227690756	0.7518655097322026	0.7858168375752617	0.7954406231464686	0.6909099745824605	0.8156213969776488	0.7655881334635529	0.7914694671859123	0.8188807504135639	0.824667351479557	0.8252024469507173	0.7953129572122751	0.847837827455141	0.7186247164501209	0.7131358321274116	0.81182187849327	0.687460681437168	0.8126114306372698	0.6986448550075715	0.8153433131463063	0.6329563657975738	0.804479499238568	0.7503487321971308	0.8222981193443208	0.7069641462774912	0.7403939012556338	0.7460139110861389	0.8178694550919073	0.7808910421949883	0.7380946685796728	0.6423711556241711
