	ACK-F1	ACK-F2	ACK-F3	ACK-M1	ACK-M2	ACK-M3	Cig-F1-L	Cig-F13-H	Cig-F14-H	Cig-F15-H	Cig-F2-L	Cig-F3-L	Cig-F7-M	Cig-F8-M	Cig-M1-L	Cig-M13-H	Cig-M14-H	Cig-M15-H	Cig-M2-L	Cig-M3-L	Cig-M7-M	Cig-M8-M	Cig-M9-M	EL-F1-L	EL-F13-H	EL-F14-H	EL-F15-H	EL-F3-L	EL-F6-L	EL-F7-M	EL-F8-M	EL-F9-M	EL-M1-L	EL-M13-H	EL-M14-H	EL-M15-H	EL-M2-L	EL-M3-L	EL-M7-M	EL-M8-M	EL-M9-M
Candidatus Amesbacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39865633045802e-07	0.0	0.0	7.638613196631e-08	0.0	5.969912335621489e-07	7.19454787148473e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Andersenbacteria	7.326264073783609e-07	4.2892283265080693e-08	1.1163880978036302e-07	6.41257133633092e-08	2.3639236984903102e-07	2.2704839059899602e-07	6.316575860566259e-08	3.28127644807474e-07	5.52608753802994e-07	3.0240930244431603e-07	5.98269181814414e-08	3.66214816165112e-07	1.0105918282207702e-06	6.53476735896756e-08	1.25008481377052e-07	2.97920480717912e-07	3.3851803279702703e-07	6.75361540563154e-07	4.6239000960581997e-07	9.611484721007892e-07	5.917494453112471e-07	8.543554437578241e-08	4.15626746460466e-08	2.3875729991139104e-07	1.21377075595669e-07	6.309092771003849e-08	6.16388782349114e-07	1.3187246080931098e-07	6.88063442098935e-08	1.16868526282223e-06	3.63230397610873e-07	2.07074864973919e-07	3.4011473815175e-08	7.03346127098912e-07	1.49904404014743e-07	8.475634750111881e-08	3.59946100953532e-07	4.3630865960076296e-07	4.90626037450848e-07	1.9927049468304697e-07	2.06092223648399e-07
Candidatus Atribacteria	0.0	9.48289457489963e-08	4.1136345243882503e-08	8.519103638666659e-08	5.06824413307051e-07	5.87135599007867e-08	0.0	0.0	0.0	0.0	5.55238836116873e-07	9.59082770765434e-08	0.0	8.607980353563861e-08	4.6191509817085894e-07	4.70472324638967e-08	2.2220274958382501e-07	4.79228534764086e-07	1.1037388294143801e-07	1.1002368394084101e-07	7.70490558376848e-07	7.87785108419334e-07	1.3817478748494e-06	0.0	0.0	0.0	4.2585966192650494e-08	0.0	0.0	0.0	0.0	0.0	2.9867944010280606e-08	0.0	4.82609563562382e-07	6.575268214212361e-08	1.6348934439572198e-07	1.6337622854401697e-07	4.3085433745683596e-08	1.5162233898689199e-06	2.90063885220795e-07
Candidatus Bathyarchaeota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.11606514664466e-08	0.0	0.0	1.0948406797785402e-07	0.0	0.0	0.0	2.42549566529704e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Berkelbacteria	0.0	0.0	6.38991367808199e-08	0.0	0.0	0.0	0.0	2.81717531273911e-08	0.0	3.3752780208301103e-07	0.0	5.57837825311941e-07	1.9075682373247898e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.2349997754310697e-07	0.0	0.0	3.5684082946729794e-08	1.87324321472429e-07	3.313021914522e-08	1.35418492479363e-07	0.0	4.76565983921836e-07	5.90744295201566e-08	3.13558546011548e-08	0.0	0.0	2.9200917965386003e-08	0.0	0.0	1.72515743117645e-07	0.0	2.3052154414485803e-07	0.0	0.0	0.0
Candidatus Blackburnbacteria	1.32401524524313e-07	0.0	0.0	1.1093748411852501e-07	1.1684537138252099e-07	7.85587431472525e-07	1.09276762387796e-07	0.0	0.0	0.0	0.0	1.2489369088928498e-07	0.0	5.65257376550694e-07	0.0	0.0	0.0	6.490974806523639e-07	0.0	0.0	0.0	1.47803491770104e-07	1.43806854275321e-07	0.0	0.0	0.0	0.0	0.0	1.1903497548311601e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.72368977900836e-07	0.0
Candidatus Buchananbacteria	8.617281325651871e-07	1.15788311744424e-06	2.88347628231688e-07	8.565015161231119e-08	1.10048272216225e-06	4.2025404818495397e-07	2.14452075537675e-07	2.79412000106183e-07	9.119098202143891e-07	9.59941455465444e-08	1.69156053705809e-06	3.22160909432575e-07	0.0	4.80566570084999e-06	1.52299065339648e-07	8.158328953573231e-08	1.06184351964739e-06	1.79805396302594e-07	0.0	0.0	4.6191363996019193e-08	4.7591304498899896e-07	9.958923426268779e-07	1.7910809414011399e-06	1.8804899035948802e-07	0.0	3.1002627410439704e-07	7.95304579925594e-07	1.84228179877464e-07	9.15892824905291e-07	2.7072792432716603e-07	6.45910387066447e-08	8.47912613272642e-07	4.494141458471349e-08	1.23428758094373e-06	5.08320062858526e-07	2.81102874777704e-06	3.01961900487875e-07	1.55740008218343e-07	5.055104030864861e-07	4.4150927227901603e-07
Candidatus Campbellbacteria	7.65424429605402e-07	3.751869946277e-07	5.89957886087041e-06	9.348664392010529e-08	2.80567508994704e-07	7.35568756060417e-08	4.3195904450029105e-07	6.059300946529029e-07	5.176486366014599e-07	2.35131727293783e-07	7.332457717426659e-07	1.4383823950732201e-06	2.61559122829564e-07	3.49316356295372e-07	0.0	1.93366544298797e-06	5.98198362348168e-08	0.0	1.38277392673824e-07	0.0	7.18909087351444e-08	0.0	5.06354915218336e-07	0.0	7.12578898862217e-07	1.39041152787728e-07	1.9319507035889597e-06	4.36205457618608e-06	0.0	1.41982128137814e-07	2.7020975978815e-07	0.0	7.041801734418459e-07	0.0	9.712907076610698e-08	1.23563326834496e-07	0.0	0.0	3.94231872946889e-07	2.4209126109668e-07	1.66919263535454e-07
Candidatus Cloacimonetes	3.6345516536086e-07	4.0952441785057996e-07	1.2262548629843098e-07	4.11998195818885e-07	3.35673199979533e-07	1.3052782905366801e-06	8.29194239226165e-07	5.95752350962679e-08	4.10887212107291e-07	0.0	4.1554850079527796e-07	5.24763407097834e-07	5.832480425351711e-07	5.738199015900899e-07	9.010758443125921e-07	0.0	1.193352844976e-06	9.5485402691581e-07	8.04358689409824e-08	7.340342478667559e-08	2.48171408445487e-06	5.61621603746172e-07	5.76055867777399e-07	0.0	3.49058256614997e-07	5.71451858316056e-08	2.40873296447905e-07	9.10546863593732e-07	6.23219766927307e-08	2.4069351246219803e-07	1.43896296910369e-07	7.84683255075571e-08	2.3382110207682198e-07	7.21060029559181e-08	4.61039322569788e-07	1.3964617254946198e-07	1.3334860093241002e-06	2.03582078441088e-06	5.04155411217975e-07	8.976490273407391e-07	1.0307068530411301e-06
Candidatus Colwellbacteria	0.0	0.0	1.1196240053335e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.80000988615467e-07	0.0	4.45652173705445e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Curtissbacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55523513840255e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77834926206127e-07	0.0	0.0	0.0	0.0	1.9699569078811102e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.889781186346072e-07	0.0	0.0	1.51099073547873e-07	0.0	2.32543299942457e-07	0.0	0.0
Candidatus Daviesbacteria	1.8104729511371898e-06	1.49630930614281e-06	6.87539638297283e-06	8.446659613939009e-07	1.0109217645687099e-06	8.465187414572129e-07	1.11021007067749e-06	1.41773506182503e-06	3.10958212395177e-06	3.27799557160819e-07	1.2662739157741699e-06	2.5973510970111498e-06	6.24939297729989e-07	1.19257533750617e-06	2.6110873286185e-06	9.88455226180769e-07	6.86990951415055e-07	1.1908836297708e-06	1.51934419110744e-07	1.43852398143474e-06	3.61022563721698e-06	9.58181190304606e-07	7.83688579157064e-08	6.109998491433289e-07	5.20374465464759e-06	3.8441198833776497e-07	3.6025425454863794e-07	4.72469110432456e-06	2.10829558925013e-06	2.16298899712651e-06	7.920841059416709e-07	6.66629605090687e-07	7.07113963898249e-07	2.92321633605073e-07	1.43259623008043e-06	3.72667520044734e-07	9.66798266885685e-07	3.6340607719968797e-07	5.542007466727411e-07	1.2839974601273199e-06	1.56650384073207e-06
Candidatus Delongbacteria	1.3003721158637898e-06	3.3126629485977502e-06	3.0656371574607603e-07	4.6223951716052104e-07	6.60732754841637e-07	1.36386706852869e-06	1.20334530010371e-06	6.757866970439641e-07	5.77810142025877e-07	9.34228737908334e-08	6.0779666950384494e-06	2.52761041085457e-06	1.52529761833709e-07	6.4937305758502295e-06	3.4756822411441102e-06	1.79689623276544e-06	9.507081115890529e-07	1.00455562481914e-06	7.32540949283946e-08	0.0	3.0087201149809603e-06	1.31967403366164e-06	4.243533133463761e-06	8.195439064418779e-07	4.37101968662976e-07	2.5987453556753997e-07	3.96708554116059e-08	5.6016360026812405e-06	1.73592672579544e-06	5.64125419833277e-07	4.25350601462435e-06	1.04095379344191e-07	7.00474401193486e-07	0.0	1.1681307702921e-06	7.855097205907259e-07	5.252491604283189e-07	2.48099651443562e-06	4.0418240228093705e-07	1.74420989542512e-06	9.55016643513562e-07
Candidatus Desantisbacteria	0.0	0.0	1.2262548629843098e-07	0.0	0.0	0.0	5.9389544775976205e-08	1.8510679092943398e-07	1.02721803026823e-07	0.0	0.0	0.0	6.96331521414757e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19638297540103e-07	0.0	0.0	0.0	0.0	1.9186907510952e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.64160931334129e-07	1.13187157749756e-07
Candidatus Doudnabacteria	0.0	0.0	0.0	0.0	3.32787450140092e-07	0.0	2.62240610245669e-07	1.0807825417056401e-07	0.0	0.0	0.0	0.0	0.0	0.0	2.41944643393696e-07	0.0	3.32520379512605e-07	1.96175080012686e-07	0.0	3.37322004492515e-07	2.44564415091557e-07	2.3386628444636602e-07	2.74320682912412e-07	0.0	2.06037453014171e-07	1.05968257221715e-07	0.0	1.11695030908656e-07	0.0	0.0	3.04413526849941e-07	0.0	0.0	0.0	1.4711912749574802e-07	1.39204254281901e-07	2.8442771857351303e-07	1.12742939672789e-07	0.0	0.0	0.0
Candidatus Falkowbacteria	2.03034280047162e-06	3.2861109490671396e-07	1.8630631661693e-06	1.37839904058572e-06	2.30307613778385e-06	8.165593992825109e-07	8.34785500175119e-07	2.47183235263573e-06	1.79016479587308e-06	4.02436994791283e-07	8.19755564314472e-06	2.96020516438681e-06	2.3794309495715e-06	7.29477067677715e-07	9.131059695576641e-07	6.35331292408681e-06	3.29371300959107e-07	2.32728291833725e-06	1.94955258070259e-06	2.40765517717193e-07	9.1634117001313e-07	6.98518731770754e-07	5.504526810171021e-07	6.58046668418548e-07	1.64906294970688e-06	1.89126291726067e-06	1.06912029310576e-06	2.5696029611930803e-06	1.31390919033844e-06	5.97809796315659e-07	3.9395094093954395e-07	4.03567871871776e-07	2.82381197655357e-06	1.55652787218928e-06	2.7662359354187303e-07	3.27947346394439e-07	1.6470482722933303e-07	3.67817463819369e-07	2.35432311223142e-06	1.8920314071676898e-06	1.72241327010497e-07
Candidatus Fermentibacteria	8.46016131145773e-08	0.0	0.0	0.0	0.0	0.0	0.0	4.352670866583489e-07	0.0	0.0	6.61345485328393e-08	0.0	6.14017571598955e-07	2.1671209324627198e-07	4.836590126121739e-07	0.0	6.463600196362639e-07	1.24427632073936e-07	0.0	3.8249410122963e-07	3.67952830011826e-07	3.7777250292678205e-07	4.59446818770994e-07	1.75953196526818e-07	0.0	0.0	0.0	0.0	7.60606872096586e-08	1.6148766011840801e-07	4.3904461197892e-08	1.0057010451656e-06	7.51946961025595e-08	0.0	1.10472681126946e-07	1.87384640481707e-07	7.4004753913383e-07	5.93611388436919e-07	1.6270601497571303e-07	5.50699609906824e-08	0.0
Candidatus Firestonebacteria	6.755179822669049e-08	0.0	0.0	0.0	5.96149853992455e-08	6.68016523360991e-08	4.94464988180074e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4326177805088795e-08	0.0	0.0	0.0	0.0	1.5081988956133e-07	7.3370844018021e-08	0.0	6.81197873241002e-08	0.0	6.80071807056102e-08	0.0	0.0	0.0	0.0	0.0	2.1978686124067102e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Giovannonibacteria	1.90232075465968e-07	1.70583103559976e-07	0.0	9.563576217114221e-08	0.0	2.3905659386837103e-07	9.42041055067209e-08	2.93617668370826e-07	0.0	0.0	0.0	1.0766697490455599e-07	4.4181034462177707e-07	9.745816837080929e-08	2.23914276387647e-07	2.68865989981232e-07	7.34340058606717e-07	2.23826717466333e-07	0.0	3.05799881698274e-07	7.35435733037685e-07	3.39778142000238e-07	1.6529523479922e-07	1.97820942934246e-07	3.83663169986312e-08	1.6791893067441e-07	2.05067806435378e-07	0.0	1.3682181090013302e-07	3.6311521276624705e-08	2.36932695774831e-07	5.36031378691925e-07	0.0	6.30846648088887e-08	4.96809614838134e-08	1.26403863083565e-07	9.508821007754049e-07	8.00863640434291e-07	0.0	0.0	6.8302595193818e-08
Candidatus Gottesmanbacteria	1.99700640308165e-07	0.0	6.437838030667599e-08	3.9012178615737705e-07	9.39150607256122e-07	1.7737266080968e-07	1.42845441029799e-07	2.2269770847202602e-07	8.85936817394797e-07	4.990068432145871e-07	1.99039554719026e-07	9.112646386926951e-07	1.09508546957535e-07	2.06551161540782e-06	8.10992522933627e-08	6.29564871551519e-06	4.25957937091475e-07	1.33116517384528e-06	7.33636998487098e-07	1.71821308529218e-07	2.0334494954316297e-06	5.22542586317572e-07	3.9592976866186205e-07	1.0326253221167699e-07	1.17375633543065e-06	4.5311457483570995e-07	2.42093938152877e-07	2.82223676248448e-07	5.67523590375697e-07	3.1591023510663504e-08	2.80567800580029e-07	7.62005391277737e-08	5.41799400387916e-07	6.47220709224515e-07	7.22547015245355e-07	2.8197784841718397e-07	0.0	0.0	5.8725630321152e-07	0.0	9.378268539358289e-07
Candidatus Gracilibacteria	0.0	0.0	0.0	0.0	5.6175659318519805e-08	0.0	0.0	0.0	0.0	0.0	1.99039554719026e-07	5.20900315382183e-07	0.0	0.0	1.03973400376106e-07	1.4159407462692002e-07	0.0	3.12066096467483e-07	0.0	0.0	0.0	0.0	0.0	0.0	2.6739312827207104e-07	0.0	8.2298805662512e-08	1.05833878593168e-07	0.0	1.21503936579475e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Hydrogenedentes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1978781733133801e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25812850562288e-07	0.0	1.64279453338649e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73321235616376e-07	0.0	0.0	0.0
Candidatus Jorgensenbacteria	0.0	4.06595342731998e-08	2.11654948953455e-06	0.0	6.40248610315184e-08	0.0	0.0	0.0	1.77300646320269e-07	1.1466697933778998e-07	5.10413762238379e-07	0.0	1.40410958838702e-07	1.85838041605708e-07	0.0	4.0344613044382694e-08	0.0	7.11339704824509e-08	0.0	0.0	0.0	0.0	0.0	3.77214729540371e-08	3.6579392645270295e-07	1.19613484863963e-07	1.82594622168488e-07	9.046621950977651e-08	2.93510898451518e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25606892156831e-08
Candidatus Kaiserbacteria	1.64473943508464e-07	5.98620304316117e-07	1.331007292782e-06	2.19687521669355e-07	1.4514952966772802e-07	2.5928079711753997e-07	6.48311483859918e-07	7.42744870959895e-07	5.71492868670395e-07	1.29979650491594e-07	1.24680052579517e-06	8.743964162604919e-07	7.958074530454371e-07	1.77886379369991e-07	0.0	1.8292899082235602e-07	0.0	9.891009228988408e-07	7.387373433886591e-07	0.0	0.0	1.40765230257242e-07	9.71667934292711e-07	6.038744573782259e-08	7.54320808786647e-08	0.0	1.23085544196242e-07	4.0712378250067796e-07	5.389332961155539e-07	3.04194631072101e-07	0.0	7.24141769350892e-08	1.0866702012330801e-07	1.34744839962214e-05	0.0	7.5078137145783e-07	1.49057194175604e-07	0.0	0.0	3.84226818181921e-07	5.39755616466269e-06
Candidatus Kerfeldbacteria	0.0	0.0	0.0	1.86449553140378e-07	5.7844243258673797e-08	0.0	2.27072729897264e-07	0.0	9.06368850236671e-08	8.79274106266668e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26698829255997e-07	0.0	1.20846096029682e-07	1.1570031620355899e-07	0.0	0.0	6.59871654371267e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.25883570182849e-08	0.0	0.0	0.0	1.7066235435726302e-07	0.0
Candidatus Korarchaeota	0.0	0.0	1.73995622450476e-07	0.0	0.0	0.0	0.0	0.0	0.0	2.8279356390738803e-07	0.0	1.6877525795849301e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.80425382642211e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6060339950978801e-07
Candidatus Kryptonia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22390009767786e-07	1.49217811644222e-07	0.0	0.0	0.0	0.0	0.0	1.58256754347397e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.57955130516554e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9512253903217602e-07	0.0	0.0
Candidatus Latescibacteria	8.273327477752971e-07	0.0	0.0	2.5980675437593703e-08	2.97865660771651e-07	2.1117941706250697e-07	2.4122905604370002e-08	0.0	0.0	0.0	9.55648346225031e-08	0.0	2.06653225710186e-07	1.02472277794803e-06	0.0	2.3751264130967198e-07	1.4961963723368699e-07	3.79530297944913e-07	0.0	8.58212571217737e-07	5.62635837525574e-07	1.03843202648785e-07	1.0103526061498e-07	0.0	9.3804297298761e-08	0.0	3.12164108156899e-08	0.0	3.83983791881018e-07	4.0762610981501296e-07	3.73325483116833e-07	2.1377987184265898e-07	2.7248491248965e-07	2.97489250605889e-07	0.0	0.0	1.77906973693463e-07	2.71956037149818e-08	2.73800982190312e-07	2.39887757654693e-07	8.04740273270309e-07
Candidatus Levybacteria	1.27309158196455e-07	8.510812908798809e-07	1.23804577512838e-06	3.97625391105824e-08	8.29373008708218e-07	2.06486541127784e-06	1.6898468410484e-07	0.0	1.03709512671311e-07	0.0	9.9519777359513e-08	3.21890955900218e-07	1.23197115327226e-07	0.0	0.0	2.8318814925384004e-07	1.0238395047882099e-07	2.0075179813990603e-07	0.0	4.7678476178763205e-08	1.23044055335151e-07	5.2976161924768297e-08	2.06174701469995e-07	2.22069961745541e-06	1.28379599187727e-07	1.56483591309486e-07	2.5633475804422303e-07	3.75891136495859e-06	2.71578280155165e-07	0.0	0.0	1.25362177274724e-07	7.592238671000359e-07	0.0	1.66240140349683e-07	5.58193817139777e-06	0.0	0.0	1.48348069388336e-07	7.413719479605841e-07	1.99470130670449e-07
Candidatus Liptonbacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.01698769178939e-07	2.11684221846245e-07	0.0	1.91612670017184e-07	0.0	0.0	0.0	2.20033044288937e-07	0.0	0.0	0.0	0.0	0.0	0.0	2.26296242635994e-07	0.0	0.0	1.86554633452364e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Lloydbacteria	0.0	3.80531538710716e-07	5.50242566723727e-08	0.0	0.0	0.0	0.0	1.87656471245266e-07	0.0	8.64740649964739e-08	0.0	1.03217926354781e-07	1.0588842970274001e-07	3.86500770291073e-07	8.93655672654134e-08	1.2170069224131998e-07	1.75998857021445e-07	2.1457767955450102e-07	0.0	0.0	9.518118660636481e-07	2.44303292181989e-07	1.1884863989696e-07	1.1378791428283901e-07	5.7057599638989904e-08	0.0	0.0	1.41111838124224e-07	0.0	2.12436634754197e-07	3.4071313276711196e-07	4.98234294296982e-08	0.0	0.0	0.0	0.0	0.0	0.0	2.80589436294204e-07	0.0	0.0
Candidatus Magasanikbacteria	5.7568632905413594e-06	5.88631742078183e-06	2.5021532612147897e-05	1.99332338518333e-06	4.32714215059596e-06	1.12767081324409e-06	4.75421211639465e-06	3.44465242368992e-06	7.466247433523821e-06	2.4071311694548098e-06	2.38833063509733e-05	8.435893112591659e-06	1.2225886889694e-05	4.80049417810021e-06	8.405179022142891e-07	1.91557339108502e-05	1.40882682137791e-06	1.22553772784731e-06	6.54951128497466e-06	1.77646708207854e-06	7.669194567060309e-07	1.8229891268939098e-06	1.51128246152012e-06	1.60021441912718e-07	1.58449808076227e-05	1.38436395669671e-06	7.239116721685941e-06	1.8350163985712398e-05	1.28367553711209e-05	3.5788017160165606e-06	1.6989162427071999e-06	2.44376291280541e-06	2.74157278012526e-06	3.33888047445449e-06	1.66315204283953e-06	3.59824339760142e-06	3.3448693741187303e-07	9.187672057101021e-07	1.24318234835431e-06	2.16818691171305e-06	3.13315233805894e-06
Candidatus Margulisbacteria	6.53834689008955e-08	5.24407420838089e-08	0.0	3.67566669895406e-07	5.142160728317489e-07	4.57794597428984e-07	5.63282280349465e-08	5.60652667177215e-08	7.98947356875288e-08	0.0	2.5060670327819303e-08	0.0	6.32716049087977e-08	8.374183356306571e-08	2.6024467499187396e-07	1.44031221315414e-07	1.4415453282281803e-07	1.44319810415601e-07	2.9798275903075802e-08	3.2208946377421096e-08	7.356828389891941e-07	7.61873668918059e-08	2.50098877000559e-07	6.66747584901867e-08	1.8139445922637102e-07	2.6093161460324604e-07	1.15907890593909e-07	0.0	2.88220279620135e-08	9.63371418245511e-08	3.3273841053124e-08	5.64585108307475e-08	2.9056715901359396e-08	1.30517838018355e-07	3.61769602093285e-07	1.62897139697269e-07	7.96031259632328e-07	6.05870754067681e-07	8.30185072356073e-08	2.77566792110847e-07	8.263280557513241e-07
Candidatus Marinimicrobia	3.31003811310784e-06	9.177415582995449e-07	6.99765003333435e-07	2.7803880731459904e-08	4.5900355653698205e-07	2.07946257195744e-07	5.4775319492629695e-08	6.17022636431446e-07	1.7585526061657101e-06	0.0	6.75003707308002e-07	2.22412023903033e-06	0.0	2.4313165723568e-07	2.350702965025e-07	5.41566091250397e-07	7.9218424187634e-07	8.71823087746677e-07	0.0	6.66781696936086e-08	3.95666347710614e-07	5.93098352885917e-07	7.566587954166021e-07	7.482792189251929e-07	6.69247033359581e-08	8.206564281080201e-08	0.0	2.25453724111287e-06	4.37771648965365e-07	3.1670199008184e-08	1.0332403274391099e-07	0.0	5.996317340816221e-07	0.0	1.47418792869753e-06	3.06374754992671e-07	4.0565581612026895e-07	1.23281032195163e-06	1.2763654808871698e-07	4.32002450879288e-08	4.6635958097556603e-07
Candidatus Melainabacteria	0.000257118580040354	0.000136897902522524	0.00014871576139651298	8.123819395186451e-05	0.00012056954364170501	0.00013547123870806	0.00014009847016826498	0.00032284596956317903	0.000181672711627145	6.77286178080368e-05	0.00016634415100549098	0.000895838267044892	0.000152655468300956	0.00016959877058373798	5.85040933101282e-05	0.000349765198010609	0.000117878529948828	0.000182091063941522	0.000210780944264376	9.88295335591907e-05	0.00036255013520138704	0.00015075392979448202	0.000144507978353202	0.00022333457494173701	0.000111856382402673	6.14498311975367e-05	7.148782888702991e-05	6.33725598097068e-05	0.00011960526493380701	0.000163971569186025	0.000455526327922392	0.000204759547266899	0.00011323676593726699	4.130558236828479e-05	0.000129688375579984	0.00042861360985481	3.45359540620968e-05	4.62753122378734e-05	0.000203602029581536	6.64861080284588e-05	0.000150947502657265
Candidatus Moranbacteria	1.7810749207833598e-06	2.16726301592645e-06	1.19753659545829e-05	5.38903118524868e-07	1.65937860370228e-06	1.2414994589722401e-06	1.8196343848539502e-06	3.3674131625458698e-06	2.48377260662556e-06	2.51973833479181e-06	8.49070330207549e-06	3.86411648474359e-06	2.4420200250958598e-06	5.65203818302571e-06	6.20384374375582e-07	1.42175467725793e-05	5.33301069317649e-07	1.0027399166417102e-06	2.60329548644581e-06	2.98405436563843e-07	1.57316265446937e-07	8.813078060899771e-07	3.62533154196012e-07	4.3791331643411703e-07	8.8148596413452e-06	8.619722975659971e-07	5.69880591656524e-06	3.0055975813404802e-06	3.29918381677184e-06	4.46825670482368e-07	1.5111604477205798e-06	8.01613809098898e-07	3.31738756379662e-06	1.6628067432049299e-06	1.15677574818584e-06	1.37765181686026e-06	3.1144065652947303e-07	1.11772168411411e-07	5.21781139220617e-07	1.35910219086021e-06	1.28144505037983e-06
Candidatus Nealsonbacteria	0.0	0.0	4.34989056126189e-08	0.0	0.0	0.0	3.69178251310122e-08	3.83554611835763e-08	0.0	7.069839097684691e-08	0.0	0.0	1.29856418858428e-07	0.0	0.0	0.0	0.0	0.0	0.0	4.4940185317145004e-08	4.32316951177558e-08	1.4980083625348302e-07	0.0	0.0	0.0	0.0	9.006356363715939e-08	0.0	5.22788743675846e-07	8.53811446234149e-08	0.0	3.9387440832937097e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Nomurabacteria	2.5482396835496897e-06	1.45457776996564e-07	4.88328165467696e-07	9.613230768199009e-07	8.88311692383667e-07	4.03464851481234e-07	5.50111843700996e-07	8.19726823851163e-08	5.96730815380559e-07	6.61164583103243e-07	2.11885765851381e-06	4.27516888428819e-07	1.1338495569939401e-07	2.39970978840588e-07	7.77930477634174e-08	9.96654871551885e-07	1.1532055071982698e-07	7.724424746105591e-07	3.0462098881114605e-08	0.0	1.7545544761061e-07	8.229776831611429e-07	5.72860621246739e-07	8.378523362780349e-08	9.963789787704211e-08	0.0	9.589501739783881e-08	1.8552999894132099e-06	9.97544722983185e-07	0.0	5.871205872414401e-07	2.80484365683599e-07	5.33815033653706e-07	0.0	3.7778442288850997e-07	8.837332538980879e-07	0.0	7.06663332153949e-08	2.48727632172884e-07	1.86233526755701e-07	4.3233492305079696e-07
Candidatus Omnitrophica	2.19265407696648e-06	7.85740404649853e-07	4.59021515649903e-06	1.1578353852263e-06	1.92300316300377e-06	2.0188461102046e-07	2.89594753711464e-06	1.62662696226968e-06	8.27790756612541e-07	1.29837595028979e-06	4.335168775340049e-06	8.096868965310791e-07	2.82471103266258e-06	5.31400654530713e-07	6.99197888675602e-07	2.8081786210994e-06	6.52782690425584e-07	2.84730282322132e-06	1.83483379972455e-06	1.10867220075052e-06	1.1613850745482e-06	6.7274926928827e-07	3.00796608844133e-07	1.7459580960186999e-07	2.65683811603153e-06	1.71307070693259e-07	1.65443237109421e-06	4.08452685784057e-06	1.36282124456683e-06	2.40530317748754e-06	1.1451746962450199e-07	1.66193933475352e-06	2.82349023176982e-06	1.45373897073121e-06	1.34647769675048e-06	4.45445130746084e-06	6.85824148990613e-07	6.16198486378127e-06	2.39444205659434e-06	9.76454912937384e-07	1.1614962070116e-06
